,pIC50,method
187,5.364516253185089,tanimoto_maccs
188,6.489454989793389,tanimoto_maccs
189,4.8996294548824375,tanimoto_maccs
190,6.114638779968488,tanimoto_maccs
191,5.51999305704285,tanimoto_maccs
192,6.627087997029893,tanimoto_maccs
193,5.853871964321762,tanimoto_maccs
194,4.0,tanimoto_maccs
195,5.197910742118268,tanimoto_maccs
196,4.920818753952376,tanimoto_maccs
197,4.744727494896694,tanimoto_maccs
198,4.585026652029183,tanimoto_maccs
199,4.744727494896694,tanimoto_maccs
200,4.958607314841776,tanimoto_maccs
201,4.0,tanimoto_maccs
202,5.225483034271451,tanimoto_maccs
203,5.537602002101044,tanimoto_maccs
204,5.537602002101044,tanimoto_maccs
205,6.497572880015568,tanimoto_maccs
206,5.294136287716081,tanimoto_maccs
207,6.43651891460559,tanimoto_maccs
208,5.060480747381382,tanimoto_maccs
209,4.806875401645539,tanimoto_maccs
210,5.935542010773082,tanimoto_maccs
211,5.289036881004725,tanimoto_maccs
212,4.677780705266081,tanimoto_maccs
213,5.318758762624412,tanimoto_maccs
214,5.585026652029182,tanimoto_maccs
215,6.110698297493689,tanimoto_maccs
216,5.43651891460559,tanimoto_maccs
217,4.266000713461613,tanimoto_maccs
218,5.096367483915763,tanimoto_maccs
219,4.0,tanimoto_maccs
220,4.0,tanimoto_maccs
221,9.244125144327509,tanimoto_maccs
222,8.271646217978772,tanimoto_maccs
223,8.742321425130816,tanimoto_maccs
224,8.090443970758825,tanimoto_maccs
225,10.522878745280336,tanimoto_maccs
226,9.096910013008056,tanimoto_maccs
227,8.39254497678533,tanimoto_maccs
228,8.522878745280337,tanimoto_maccs
229,3.595850750790305,tanimoto_maccs
230,5.920818753952375,tanimoto_maccs
231,3.843148098929989,tanimoto_maccs
232,6.301029995663981,tanimoto_maccs
233,5.540607512240769,tanimoto_maccs
234,5.638272163982407,tanimoto_maccs
235,7.958607314841775,tanimoto_maccs
236,7.397940008672037,tanimoto_maccs
237,8.698970004336019,tanimoto_maccs
238,9.036212172654444,tanimoto_maccs
239,8.267606240177031,tanimoto_maccs
240,5.318758762624412,tanimoto_maccs
241,5.031517051446064,tanimoto_maccs
242,8.721246399047171,tanimoto_maccs
243,9.292429823902063,tanimoto_maccs
244,8.05551732784983,tanimoto_maccs
245,7.795880017344075,tanimoto_maccs
246,5.958607314841776,tanimoto_maccs
247,6.142667503568732,tanimoto_maccs
248,9.619788758288394,tanimoto_maccs
249,8.920818753952375,tanimoto_maccs
250,9.214670164989233,tanimoto_maccs
251,7.050609993355088,tanimoto_maccs
252,7.920818753952375,tanimoto_maccs
253,7.920818753952375,tanimoto_maccs
254,6.826813731587726,tanimoto_maccs
255,5.311224344727156,tanimoto_maccs
256,8.096910013008056,tanimoto_maccs
257,5.896196279044043,tanimoto_maccs
258,5.514704561273911,tanimoto_maccs
259,7.698970004336019,tanimoto_maccs
260,7.337242168318426,tanimoto_maccs
261,7.744727494896694,tanimoto_maccs
262,5.455559862682309,tanimoto_maccs
263,7.154901959985743,tanimoto_maccs
264,8.045757490560675,tanimoto_maccs
265,7.67778070526608,tanimoto_maccs
266,6.4089353929735005,tanimoto_maccs
267,8.494850021680094,tanimoto_maccs
268,6.761953896871205,tanimoto_maccs
269,5.2441251443275085,tanimoto_maccs
270,5.229147988357856,tanimoto_maccs
271,5.045757490560675,tanimoto_maccs
272,7.346787486224656,tanimoto_maccs
273,9.55284196865778,tanimoto_maccs
274,7.920818753952375,tanimoto_maccs
275,8.494850021680094,tanimoto_maccs
276,8.031517051446064,tanimoto_maccs
277,8.318758762624412,tanimoto_maccs
278,8.075720713938118,tanimoto_maccs
279,8.130768280269024,tanimoto_maccs
280,6.481486060122113,tanimoto_maccs
281,5.619788758288394,tanimoto_maccs
282,5.585026652029182,tanimoto_maccs
283,6.040958607678906,tanimoto_maccs
284,5.958607314841776,tanimoto_maccs
285,5.327902142064284,tanimoto_maccs
286,5.154901959985743,tanimoto_maccs
287,5.443697499232713,tanimoto_maccs
288,7.508638306165727,tanimoto_maccs
289,4.744727494896694,tanimoto_maccs
290,4.614393726401689,tanimoto_maccs
291,7.698970004336019,tanimoto_maccs
292,8.0,tanimoto_maccs
293,9.09151498112135,tanimoto_maccs
294,8.838631997765026,tanimoto_maccs
295,7.148741651280925,tanimoto_maccs
296,8.568636235841012,tanimoto_maccs
297,7.193820026016113,tanimoto_maccs
298,6.8827287043442364,tanimoto_maccs
299,8.3767507096021,tanimoto_maccs
300,9.214670164989233,tanimoto_maccs
301,8.481486060122112,tanimoto_maccs
302,,tanimoto_maccs
303,8.619788758288394,tanimoto_maccs
304,6.7447274948966935,tanimoto_maccs
305,7.130768280269024,tanimoto_maccs
306,8.0,tanimoto_maccs
307,6.080921907623926,tanimoto_maccs
308,7.008773924307505,tanimoto_maccs
309,6.982966660701219,tanimoto_maccs
310,7.167491087293763,tanimoto_maccs
311,8.920818753952375,tanimoto_maccs
312,7.130768280269024,tanimoto_maccs
313,5.369572124974976,tanimoto_maccs
314,8.0,tanimoto_maccs
315,7.455931955649724,tanimoto_maccs
316,6.823908740944319,tanimoto_maccs
317,8.096910013008056,tanimoto_maccs
318,8.397940008672037,tanimoto_maccs
319,7.091514981121351,tanimoto_maccs
320,9.657577319177792,tanimoto_maccs
321,8.958607314841775,tanimoto_maccs
322,8.09151498112135,tanimoto_maccs
323,8.744727494896694,tanimoto_maccs
324,9.187086643357144,tanimoto_maccs
325,8.193820026016112,tanimoto_maccs
326,8.769551078621726,tanimoto_maccs
327,8.318758762624412,tanimoto_maccs
328,7.744727494896694,tanimoto_maccs
329,7.744727494896694,tanimoto_maccs
330,8.537602002101044,tanimoto_maccs
331,8.55284196865778,tanimoto_maccs
332,7.585026652029182,tanimoto_maccs
333,7.309803919971486,tanimoto_maccs
334,7.537602002101044,tanimoto_maccs
335,7.823908740944319,tanimoto_maccs
336,8.4089353929735,tanimoto_maccs
337,8.657577319177793,tanimoto_maccs
338,4.690433704106227,tanimoto_maccs
339,7.568636235841013,tanimoto_maccs
340,9.455931955649724,tanimoto_maccs
341,5.3872161432802645,tanimoto_maccs
342,5.886056647693163,tanimoto_maccs
343,5.161150909262745,tanimoto_maccs
344,8.259637310505756,tanimoto_maccs
345,7.494850021680094,tanimoto_maccs
346,6.022276394711152,tanimoto_maccs
347,6.173925197299174,tanimoto_maccs
348,7.397940008672037,tanimoto_maccs
349,6.180456064458132,tanimoto_maccs
350,7.698970004336019,tanimoto_maccs
351,7.301029995663981,tanimoto_maccs
352,7.494850021680094,tanimoto_maccs
353,8.045757490560675,tanimoto_maccs
354,8.221848749616356,tanimoto_maccs
355,6.886056647693163,tanimoto_maccs
356,8.0,tanimoto_maccs
357,6.6777807052660805,tanimoto_maccs
358,6.931814138253838,tanimoto_maccs
359,9.2518119729938,tanimoto_maccs
360,9.0,tanimoto_maccs
361,9.031517051446064,tanimoto_maccs
362,8.823908740944319,tanimoto_maccs
363,9.721246399047171,tanimoto_maccs
364,9.744727494896694,tanimoto_maccs
365,8.769551078621726,tanimoto_maccs
366,8.4089353929735,tanimoto_maccs
367,8.920818753952375,tanimoto_maccs
368,6.221848749616356,tanimoto_maccs
369,6.102372908709558,tanimoto_maccs
370,6.337242168318426,tanimoto_maccs
371,5.958607314841776,tanimoto_maccs
372,5.920818753952375,tanimoto_maccs
373,4.327902142064283,tanimoto_maccs
374,4.657577319177794,tanimoto_maccs
375,5.0,tanimoto_maccs
376,7.769551078621726,tanimoto_maccs
377,6.193820026016113,tanimoto_maccs
378,4.69897000433602,tanimoto_maccs
379,7.167491087293763,tanimoto_maccs
380,7.187086643357144,tanimoto_maccs
381,6.229147988357856,tanimoto_maccs
382,7.468521082957745,tanimoto_maccs
383,6.619788758288394,tanimoto_maccs
384,7.552841968657781,tanimoto_maccs
385,6.920818753952375,tanimoto_maccs
386,7.744727494896694,tanimoto_maccs
387,6.943095148663527,tanimoto_maccs
388,8.522878745280337,tanimoto_maccs
389,7.721246399047171,tanimoto_maccs
390,6.806875401645538,tanimoto_maccs
391,7.886056647693163,tanimoto_maccs
392,5.384049948343598,tanimoto_maccs
393,7.42021640338319,tanimoto_maccs
394,7.958607314841775,tanimoto_maccs
395,8.045757490560675,tanimoto_maccs
396,6.568636235841012,tanimoto_maccs
397,6.993962045002683,tanimoto_maccs
398,6.309803919971486,tanimoto_maccs
399,5.013228265733755,tanimoto_maccs
400,5.6777807052660805,tanimoto_maccs
401,6.530177984021837,tanimoto_maccs
402,5.309803919971486,tanimoto_maccs
403,6.721246399047171,tanimoto_maccs
404,5.657577319177794,tanimoto_maccs
405,6.455931955649724,tanimoto_maccs
406,5.832682665251824,tanimoto_maccs
407,6.045757490560675,tanimoto_maccs
408,7.096910013008056,tanimoto_maccs
409,5.4685210829577455,tanimoto_maccs
410,5.950781977329819,tanimoto_maccs
411,6.6020599913279625,tanimoto_maccs
412,5.5951662833800615,tanimoto_maccs
413,6.301029995663981,tanimoto_maccs
414,4.87942606879415,tanimoto_maccs
415,6.2441251443275085,tanimoto_maccs
416,4.841637507904751,tanimoto_maccs
417,5.815308569182402,tanimoto_maccs
418,6.508638306165727,tanimoto_maccs
419,6.301029995663981,tanimoto_maccs
420,5.853871964321762,tanimoto_maccs
421,7.022276394711152,tanimoto_maccs
422,7.1249387366083,tanimoto_maccs
423,7.045757490560675,tanimoto_maccs
424,7.657577319177793,tanimoto_maccs
425,6.096910013008056,tanimoto_maccs
426,6.069050968832477,tanimoto_maccs
427,5.6401645176601125,tanimoto_maccs
428,5.161150909262745,tanimoto_maccs
429,5.193820026016113,tanimoto_maccs
430,5.4685210829577455,tanimoto_maccs
431,6.455931955649724,tanimoto_maccs
432,6.096910013008056,tanimoto_maccs
433,8.87942606879415,tanimoto_maccs
434,5.866461091629783,tanimoto_maccs
435,6.133122185662501,tanimoto_maccs
436,7.173925197299174,tanimoto_maccs
437,7.721246399047171,tanimoto_maccs
438,7.585026652029182,tanimoto_maccs
439,7.110026361596004,tanimoto_maccs
440,6.599997654072045,tanimoto_maccs
441,5.141462802430361,tanimoto_maccs
442,5.112945621949043,tanimoto_maccs
443,5.220403508742176,tanimoto_maccs
444,5.178486471595228,tanimoto_maccs
445,8.0,tanimoto_maccs
446,7.301029995663981,tanimoto_maccs
447,7.494850021680094,tanimoto_maccs
448,5.552841968657781,tanimoto_maccs
449,6.0,tanimoto_maccs
450,4.958607314841776,tanimoto_maccs
451,6.309803919971486,tanimoto_maccs
452,5.494850021680094,tanimoto_maccs
453,5.251811972993799,tanimoto_maccs
454,4.537602002101044,tanimoto_maccs
455,8.2518119729938,tanimoto_maccs
456,5.130768280269024,tanimoto_maccs
457,9.958607314841776,tanimoto_maccs
458,6.823908740944319,tanimoto_maccs
459,6.598599459218456,tanimoto_maccs
460,7.0,tanimoto_maccs
461,6.698970004336019,tanimoto_maccs
462,7.0,tanimoto_maccs
463,4.0301183562535,tanimoto_maccs
464,4.319664486585437,tanimoto_maccs
465,8.096910013008056,tanimoto_maccs
466,7.585026652029182,tanimoto_maccs
467,7.346787486224656,tanimoto_maccs
468,7.2839966563652,tanimoto_maccs
469,8.853871964321762,tanimoto_maccs
470,8.474955192963154,tanimoto_maccs
471,7.468521082957745,tanimoto_maccs
472,6.7594507517174005,tanimoto_maccs
473,7.732828271596986,tanimoto_maccs
474,7.0,tanimoto_maccs
475,8.226945306635738,tanimoto_maccs
476,5.49214412830417,tanimoto_maccs
477,6.060480747381382,tanimoto_maccs
478,4.950007143079858,tanimoto_maccs
479,5.450996737974212,tanimoto_maccs
480,5.7281583934635005,tanimoto_maccs
481,4.857610533881164,tanimoto_maccs
482,5.919373513078195,tanimoto_maccs
483,6.325138859262189,tanimoto_maccs
484,6.966576244513051,tanimoto_maccs
485,7.431798275933005,tanimoto_maccs
486,6.889410289700751,tanimoto_maccs
487,6.431798275933005,tanimoto_maccs
488,7.318758762624412,tanimoto_maccs
489,7.214670164989233,tanimoto_maccs
490,5.777023550106609,tanimoto_maccs
491,7.187086643357144,tanimoto_maccs
492,6.202732459169283,tanimoto_maccs
493,6.08565684288056,tanimoto_maccs
494,6.281498311132726,tanimoto_maccs
495,6.142064735280571,tanimoto_maccs
496,3.948076083953894,tanimoto_maccs
497,7.259637310505756,tanimoto_maccs
498,6.769551078621726,tanimoto_maccs
499,6.187086643357144,tanimoto_maccs
500,7.657577319177793,tanimoto_maccs
501,8.522878745280337,tanimoto_maccs
502,8.045757490560675,tanimoto_maccs
503,8.154901959985743,tanimoto_maccs
504,6.721246399047171,tanimoto_maccs
505,7.102372908709559,tanimoto_maccs
506,7.522878745280337,tanimoto_maccs
507,7.130768280269024,tanimoto_maccs
508,7.0655015487564325,tanimoto_maccs
509,7.026872146400302,tanimoto_maccs
510,7.619788758288394,tanimoto_maccs
511,7.008773924307505,tanimoto_maccs
512,6.853871964321762,tanimoto_maccs
513,5.619788758288394,tanimoto_maccs
514,5.6777807052660805,tanimoto_maccs
515,6.214670164989233,tanimoto_maccs
516,6.356547323513813,tanimoto_maccs
517,4.088309841246139,tanimoto_maccs
518,4.0343280287798935,tanimoto_maccs
519,4.586700235918749,tanimoto_maccs
520,4.043831569524637,tanimoto_maccs
521,6.374687549038326,tanimoto_maccs
522,5.044745317179821,tanimoto_maccs
523,5.032264868216121,tanimoto_maccs
524,6.205511953340831,tanimoto_maccs
525,6.465973893943866,tanimoto_maccs
526,6.42021640338319,tanimoto_maccs
527,5.568636235841013,tanimoto_maccs
528,6.823908740944319,tanimoto_maccs
529,6.156144577376839,tanimoto_maccs
530,6.508638306165727,tanimoto_maccs
531,6.437707135543525,tanimoto_maccs
532,3.945770090136602,tanimoto_maccs
533,4.1598939055432425,tanimoto_maccs
534,7.045757490560675,tanimoto_maccs
535,6.022276394711152,tanimoto_maccs
536,6.698970004336019,tanimoto_maccs
537,6.920818753952375,tanimoto_maccs
538,5.7447274948966935,tanimoto_maccs
539,8.301029995663981,tanimoto_maccs
540,7.091139826982724,tanimoto_maccs
541,5.552841968657781,tanimoto_maccs
542,6.096910013008056,tanimoto_maccs
543,4.508638306165728,tanimoto_maccs
544,5.151810883008602,tanimoto_maccs
545,6.096910013008056,tanimoto_maccs
546,5.318758762624412,tanimoto_maccs
547,5.211124884224583,tanimoto_maccs
548,6.0,tanimoto_maccs
549,6.0,tanimoto_maccs
550,5.193820026016113,tanimoto_maccs
551,5.3979400086720375,tanimoto_maccs
552,6.045757490560675,tanimoto_maccs
553,6.045757490560675,tanimoto_maccs
554,5.119186407719209,tanimoto_maccs
555,5.236572006437063,tanimoto_maccs
556,6.045757490560675,tanimoto_maccs
557,5.142667503568732,tanimoto_maccs
558,5.301029995663981,tanimoto_maccs
559,5.004364805402451,tanimoto_maccs
560,5.024568191490737,tanimoto_maccs
561,5.040958607678906,tanimoto_maccs
562,5.038578905933552,tanimoto_maccs
563,5.292429823902063,tanimoto_maccs
564,5.045757490560675,tanimoto_maccs
565,7.397940008672037,tanimoto_maccs
566,8.853871964321762,tanimoto_maccs
567,7.769551078621726,tanimoto_maccs
568,7.823908740944319,tanimoto_maccs
569,8.508638306165727,tanimoto_maccs
570,7.0655015487564325,tanimoto_maccs
571,6.958607314841775,tanimoto_maccs
572,8.453457336521868,tanimoto_maccs
573,8.158015195409886,tanimoto_maccs
574,6.031984286006359,tanimoto_maccs
575,9.366531544420411,tanimoto_maccs
576,9.387216143280265,tanimoto_maccs
577,8.355561410532161,tanimoto_maccs
578,8.055024091587953,tanimoto_maccs
579,8.709965388637482,tanimoto_maccs
580,9.42021640338319,tanimoto_maccs
581,9.236572006437065,tanimoto_maccs
582,9.522878745280336,tanimoto_maccs
583,9.096910013008056,tanimoto_maccs
584,9.537602002101044,tanimoto_maccs
585,8.85078088734462,tanimoto_maccs
586,8.818156412055227,tanimoto_maccs
587,8.777283528852417,tanimoto_maccs
588,4.076238039171301,tanimoto_maccs
589,5.251811972993799,tanimoto_maccs
590,5.0655015487564325,tanimoto_maccs
591,5.920818753952375,tanimoto_maccs
592,5.275724130399212,tanimoto_maccs
593,9.55284196865778,tanimoto_maccs
594,9.568636235841012,tanimoto_maccs
595,9.292429823902063,tanimoto_maccs
596,9.638272163982409,tanimoto_maccs
597,7.7594507517174,tanimoto_maccs
598,9.744727494896694,tanimoto_maccs
599,9.568636235841012,tanimoto_maccs
600,9.292429823902063,tanimoto_maccs
601,9.537602002101044,tanimoto_maccs
602,8.835647144215564,tanimoto_maccs
603,9.167491087293763,tanimoto_maccs
604,8.655607726314889,tanimoto_maccs
605,8.694648630553376,tanimoto_maccs
606,7.294992040666664,tanimoto_maccs
607,7.903089986991944,tanimoto_maccs
608,7.605548319173784,tanimoto_maccs
609,7.425968732272281,tanimoto_maccs
610,8.935542010773082,tanimoto_maccs
611,8.30189945437661,tanimoto_maccs
612,7.530177984021837,tanimoto_maccs
613,7.785156151952302,tanimoto_maccs
614,8.832682665251824,tanimoto_maccs
615,7.67778070526608,tanimoto_maccs
616,5.154901959985743,tanimoto_maccs
617,8.481486060122112,tanimoto_maccs
618,9.30102999566398,tanimoto_maccs
619,8.886056647693163,tanimoto_maccs
620,8.522878745280337,tanimoto_maccs
621,6.647817481888637,tanimoto_maccs
622,8.769551078621726,tanimoto_maccs
623,5.309803919971486,tanimoto_maccs
624,5.200659450546419,tanimoto_maccs
625,6.7281583934635005,tanimoto_maccs
626,6.058985756294431,tanimoto_maccs
627,5.698970004336019,tanimoto_maccs
628,7.522878745280337,tanimoto_maccs
629,7.481486060122113,tanimoto_maccs
630,7.397940008672037,tanimoto_maccs
631,7.200659450546419,tanimoto_maccs
632,8.823908740944319,tanimoto_maccs
633,5.522878745280338,tanimoto_maccs
634,7.481486060122113,tanimoto_maccs
635,8.10790539730952,tanimoto_maccs
636,6.292429823902064,tanimoto_maccs
637,6.017728766960432,tanimoto_maccs
638,5.638272163982407,tanimoto_maccs
639,6.050609993355088,tanimoto_maccs
640,7.67778070526608,tanimoto_maccs
641,8.55284196865778,tanimoto_maccs
642,8.522878745280337,tanimoto_maccs
643,8.508638306165727,tanimoto_maccs
644,8.05551732784983,tanimoto_maccs
645,8.721246399047171,tanimoto_maccs
646,7.443697499232713,tanimoto_maccs
647,8.387216143280265,tanimoto_maccs
648,8.537602002101044,tanimoto_maccs
649,8.154901959985743,tanimoto_maccs
650,8.154901959985743,tanimoto_maccs
651,8.259637310505756,tanimoto_maccs
652,8.522878745280337,tanimoto_maccs
653,8.585026652029182,tanimoto_maccs
654,5.823908740944319,tanimoto_maccs
655,7.769551078621726,tanimoto_maccs
656,7.119186407719209,tanimoto_maccs
657,9.045757490560677,tanimoto_maccs
658,6.0,tanimoto_maccs
659,8.0,tanimoto_maccs
660,7.376750709602099,tanimoto_maccs
661,7.376750709602099,tanimoto_maccs
662,5.236572006437063,tanimoto_maccs
663,6.494850021680094,tanimoto_maccs
664,6.0,tanimoto_maccs
665,7.040958607678907,tanimoto_maccs
666,7.180456064458132,tanimoto_maccs
667,5.858863909879261,tanimoto_maccs
668,7.920818753952375,tanimoto_maccs
669,7.070581074285707,tanimoto_maccs
670,7.522878745280337,tanimoto_maccs
671,7.67778070526608,tanimoto_maccs
672,7.823908740944319,tanimoto_maccs
673,5.431798275933005,tanimoto_maccs
674,5.698970004336019,tanimoto_maccs
675,5.698970004336019,tanimoto_maccs
676,6.0,tanimoto_maccs
677,7.10790539730952,tanimoto_maccs
678,6.42021640338319,tanimoto_maccs
679,5.236572006437063,tanimoto_maccs
680,6.42021640338319,tanimoto_maccs
681,4.124938736608301,tanimoto_maccs
682,6.638272163982407,tanimoto_maccs
683,5.853871964321762,tanimoto_maccs
684,7.173925197299174,tanimoto_maccs
685,6.00436480540245,tanimoto_maccs
686,6.853871964321762,tanimoto_maccs
687,4.522878745280338,tanimoto_maccs
688,6.2441251443275085,tanimoto_maccs
689,5.522878745280338,tanimoto_maccs
690,5.167491087293764,tanimoto_maccs
691,5.10790539730952,tanimoto_maccs
692,7.00436480540245,tanimoto_maccs
693,5.769551078621726,tanimoto_maccs
694,7.214670164989233,tanimoto_maccs
695,4.102372908709559,tanimoto_maccs
696,5.142667503568732,tanimoto_maccs
697,5.346787486224656,tanimoto_maccs
698,5.431798275933005,tanimoto_maccs
699,4.187086643357144,tanimoto_maccs
700,6.920818753952375,tanimoto_maccs
701,4.823908740944319,tanimoto_maccs
702,7.508638306165727,tanimoto_maccs
