"NumHeavyAtoms","NumStereocenters","NumAromaticHeterocycles","NumSaturatedCarbocycles","slogp_VSA4","slogp_VSA7","slogp_VSA9","slogp_VSA10","slogp_VSA11","smr_VSA8","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA12","peoe_VSA14","MQN4","MQN5","MQN6","MQN11","MQN18","MQN33","MQN34","MQN37","MQN38","MQN39","MQN40","Prediction (pIC50)"
39,0,1,0,12.740958040736519,5.022633313741326,0,15.89566410019341,5.749511833283905,0,0,0,54.07516240783605,0,0,0,0,0,1,0,0,0,0,0,0,0,7.2258526817776225
38,0,1,0,12.740958040736519,5.022633313741326,0,20.28607914786823,5.749511833283905,0,0,0,23.733674027155736,0,0,0,0,0,1,0,0,0,0,0,0,0,7.21533755192942
37,0,1,0,12.740958040736519,5.022633313741326,0,15.89566410019341,5.749511833283905,0,0,0,23.733674027155736,5.907179729351506,0,0,0,0,1,0,0,0,0,0,0,0,7.634169217810465
34,0,1,0,24.581826678447808,5.022633313741326,0,15.89566410019341,5.749511833283905,0,0,0,35.574542664867025,0,0,0,0,0,1,0,0,0,0,0,0,0,7.4947579763168495
33,0,1,0,24.581826678447808,5.022633313741326,0,15.89566410019341,5.749511833283905,0,0,0,35.574542664867025,0,0,0,0,0,1,0,0,0,0,0,0,0,7.538537847005056
37,0,1,0,24.581826678447808,5.022633313741326,0,15.89566410019341,5.749511833283905,0,0,0,34.80982107276192,0,0,0,0,0,1,0,0,0,0,0,0,0,7.485764171540087
34,0,1,0,24.581826678447808,5.022633313741326,0,15.89566410019341,5.749511833283905,0,0,0,35.574542664867025,0,0,0,0,0,0,0,0,0,0,0,0,0,7.666297565136091
37,0,1,0,24.581826678447808,5.022633313741326,0,15.89566410019341,5.749511833283905,0,0,0,42.498279864557645,0,0,0,0,0,0,0,0,0,0,0,0,0,7.656297596372108
19,0,1,0,5.817220841045895,5.022633313741326,0,15.895664100193411,0,0,0,0,23.733674027155736,0,0,0,0,0,0,0,0,0,0,0,0,0,7.420913816417413
32,1,1,0,5.817220841045895,5.022633313741326,0,15.89566410019341,11.49902366656781,0,0,0,11.600939890232516,0,0,0,0,0,1,0,0,0,0,0,0,0,7.1655347090826735
33,0,1,0,5.817220841045895,5.022633313741326,0,15.89566410019341,11.49902366656781,0,0,12.407033161179976,11.600939890232516,0,0,0,0,0,0,0,0,0,0,0,0,0,7.301325634868712
32,0,1,0,5.817220841045895,5.022633313741326,0,15.89566410019341,11.49902366656781,0,0,12.407033161179976,23.752980103900278,0,0,0,0,0,0,0,0,0,0,0,0,0,7.319930649174159
26,0,1,0,0,0,0,21.987172511273975,11.49902366656781,0,0,0,0,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.420430087820438
32,1,1,0,5.817220841045895,5.022633313741326,0,15.89566410019341,11.49902366656781,0,0,0,11.600939890232516,0,0,0,0,0,1,0,0,0,0,0,0,0,7.164632299980298
22,0,1,0,0,5.022633313741326,0,17.19263532720215,0,0,0,11.600939890232516,17.667306958694127,0,0,0,0,0,0,0,0,0,0,0,0,0,7.464608542478468
30,0,2,0,0,0,0,11.50524905251859,0,0,0,0,21.99631096641096,0,0,1,0,0,1,0,0,0,0,0,0,0,7.809056168548803
22,0,3,0,5.817220841045895,5.022633313741326,0,15.895664100193411,0,0,0,5.098681808301038,17.667306958694127,0,0,0,0,0,0,0,0,0,0,0,0,0,8.251483676568233
31,0,1,0,5.817220841045895,0,0,21.58305037487697,11.49902366656781,0,0,0,24.26546827384644,0,0,0,0,0,0,0,0,0,0,0,0,0,6.738730018179359
19,0,2,0,12.740958040736519,5.022633313741326,0,15.89566410019341,0,0,5.098681808301038,0,11.600939890232516,0,0,0,0,0,0,0,0,0,0,0,0,0,7.855583776774243
34,0,1,0,0,5.022633313741326,0,22.880021601885712,11.49902366656781,0,0,0,17.667306958694127,0,0,0,0,0,0,0,0,0,0,0,0,0,7.003538862893503
31,0,1,0,0,5.022633313741326,0,17.19263532720215,11.49902366656781,0,0,0,29.800041095617345,0,0,0,0,0,0,0,0,0,0,0,0,0,7.005561421745825
18,0,2,0,5.817220841045895,5.022633313741326,0,15.895664100193411,0,0,5.098681808301038,0,11.600939890232516,0,0,0,0,0,0,0,0,0,0,0,0,0,7.674874778583832
19,0,2,0,12.740958040736519,5.022633313741326,0,15.89566410019341,0,0,5.098681808301038,0,11.600939890232516,0,0,0,0,0,0,0,0,0,0,0,0,0,7.834996165003017
32,0,1,0,11.63444168209179,0,0,25.97346542255179,11.49902366656781,0,0,0,18.19910120538483,0,0,0,0,0,0,0,0,0,0,0,0,0,6.881805975195162
31,0,1,0,6.923737199690624,0,0,17.19263532720215,11.49902366656781,0,0,0,24.26546827384644,0,0,0,0,0,0,0,0,0,0,0,0,0,6.738808484343514
30,0,1,0,0,0,0,17.19263532720215,11.49902366656781,0,0,0,24.26546827384644,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58608368871979
34,0,1,0,0,5.022633313741326,0,22.880021601885712,11.49902366656781,0,0,0,17.667306958694127,0,0,0,0,0,0,0,0,0,0,0,0,0,7.012432972723888
19,0,2,0,12.740958040736519,5.022633313741326,0,15.89566410019341,0,0,5.098681808301038,0,11.600939890232516,0,0,0,0,0,0,0,0,0,0,0,0,0,7.832282195911177
26,0,1,0,5.817220841045895,10.045266627482652,0,21.58305037487697,0,0,0,0,23.20187978046503,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,0,8.28042118983793
30,1,1,0,11.735126887207288,5.022633313741326,0,15.89566410019341,11.49902366656781,0,0,0,11.600939890232516,0,0,0,0,0,0,0,0,0,0,0,0,0,7.484709199694556
30,1,1,0,11.735126887207288,0,0,15.89566410019341,11.49902366656781,0,0,0,15.929943897949348,0,0,1,0,0,0,0,0,0,0,0,0,0,7.898893482018979
30,1,1,0,11.735126887207288,0,0,15.89566410019341,11.49902366656781,0,0,0,15.929943897949348,0,0,1,0,0,0,0,0,0,0,0,0,0,7.894312587308287
31,0,3,0,5.817220841045895,5.022633313741326,0,15.89566410019341,5.749511833283905,0,0,11.336785877934737,11.600939890232516,5.783244946364939,0,0,0,1,0,0,0,0,0,0,0,0,8.25071465496501
28,0,1,0,0,0,0,17.19263532720215,5.749511833283905,0,0,0,40.19541217179579,0,0,1,0,0,0,0,0,0,0,0,0,0,7.575656514991509
28,0,1,0,0,5.022633313741326,0,17.19263532720215,5.749511833283905,0,0,0,35.866408164078955,0,0,0,0,0,0,0,0,0,0,0,0,0,7.154867408372043
39,0,1,0,30.399047519493703,5.022633313741326,0,20.28607914786823,5.749511833283905,0,0,0,41.640909733328634,0,0,0,0,0,0,0,0,0,0,0,0,0,7.831820264759962
34,0,2,0,0,5.022633313741326,0,11.50524905251859,11.49902366656781,0,0,0,23.733674027155736,0,0,0,0,0,0,0,0,0,0,0,0,0,7.313699683755209
33,0,2,0,0,5.022633313741326,0,11.50524905251859,11.49902366656781,0,0,0,23.733674027155736,0,0,0,0,0,1,0,0,0,0,0,0,0,7.156447294126712
28,0,2,0,0,5.022633313741326,0,11.50524905251859,11.49902366656781,0,0,0,23.733674027155736,0,0,0,0,0,0,0,0,0,0,0,0,0,7.348195325258954
37,0,1,0,5.817220841045895,5.022633313741326,0,15.765187597041944,11.49902366656781,0,0,10.270470749742639,11.600939890232516,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25204193583129
26,0,1,0,5.817220841045895,5.022633313741326,0,15.765187597041944,11.49902366656781,0,0,0,11.600939890232516,0,5.969305287951849,0,0,0,0,0,0,0,0,0,0,0,6.951808160499021
33,0,1,0,11.735126887207288,5.022633313741326,0,21.58305037487697,0,0,0,10.270470749742639,11.600939890232516,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,0,8.111941834745831
38,0,1,0,11.33111286753076,10.045266627482652,0,11.374772549367124,17.248535499851716,0,5.261891554738487,0,23.20187978046503,0,0,0,0,0,1,0,0,0,0,0,0,0,7.220217721805367
25,0,2,0,5.817220841045895,5.022633313741326,0,15.89566410019341,0,0,5.098681808301038,0,18.524677089923138,0,5.969305287951849,0,0,0,0,0,0,0,0,0,0,0,7.455416904595362
28,0,1,0,0,5.022633313741326,0,11.50524905251859,11.49902366656781,0,0,0,17.667306958694127,0,0,0,0,0,0,0,0,0,0,0,0,0,6.972961612629695
35,0,1,0,5.817220841045895,5.022633313741326,0,15.89566410019341,11.49902366656781,0,0,0,29.800041095617345,0,0,0,0,0,0,0,0,0,0,0,0,0,7.096511610398333
41,0,2,0,11.735126887207288,0,0,21.027222580032742,11.49902366656781,0,0,11.336785877934737,6.06636706846161,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.478131020868129
28,0,1,0,0,0,0,21.987172511273975,11.49902366656781,0,0,0,6.923737199690624,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.415944572554513
29,0,1,0,0,0,0,21.987172511273975,11.49902366656781,0,0,0,13.344558822616634,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.408897679062701
28,0,1,0,0,0,0,21.98717251127397,11.49902366656781,0,0,0,0,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.4080677966525625
27,0,1,0,0,5.022633313741326,0,21.987172511273975,11.49902366656781,0,0,0,11.600939890232516,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.8430161431457215
28,0,1,0,0,5.022633313741326,0,21.987172511273975,11.49902366656781,0,0,0,11.600939890232516,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.832209270075538
29,0,1,0,0,5.022633313741326,0,21.987172511273975,11.49902366656781,0,0,0,18.524677089923138,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.834215612254025
30,0,1,0,0,5.022633313741326,0,21.987172511273975,11.49902366656781,0,0,0,24.94549871284915,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.8418560760838085
27,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,0,0,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.572611908288325
28,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,0,0,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.561694193729758
29,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,0,6.923737199690624,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.563393711844325
30,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,0,13.344558822616634,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.571648052335981
29,0,1,0,6.923737199690624,0,0,21.98717251127397,11.49902366656781,0,0,0,0,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.563233394969706
28,0,1,0,0,5.022633313741326,0,21.987172511273975,11.49902366656781,0,0,0,11.600939890232516,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.8319081187512865
27,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,0,6.06636706846161,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.580399171695345
28,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,0,6.06636706846161,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.573509305233761
29,0,1,0,5.817220841045895,5.022633313741326,0,15.89566410019341,11.49902366656781,0,0,0,25.448414289613766,0,0,0,0,0,0,0,0,0,0,0,0,0,7.135924650993371
29,0,1,0,6.923737199690624,0,0,11.50524905251859,11.49902366656781,0,0,0,35.84378536579221,0,0,1,0,0,0,0,0,0,0,0,0,0,7.567814343888009
29,0,1,0,5.817220841045895,0,0,15.89566410019341,11.49902366656781,0,0,0,29.7774182973306,0,0,1,0,0,0,0,0,0,0,0,0,0,7.555529413304523
37,0,1,0,0,5.022633313741326,0,21.98717251127397,11.49902366656781,0,0,0,38.7929731122304,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.827148558292563
34,0,1,0,17.658089478757184,5.022633313741326,0,21.58305037487697,0,0,0,0,44.21049185432142,0,0,0,0,0,0,0,0,0,0,0,0,0,7.676551567669951
26,0,1,0,17.658089478757184,5.022633313741326,0,21.58305037487697,0,0,0,0,17.521374209088158,0,0,0,0,0,0,0,0,0,0,0,0,0,7.675820529102009
34,0,2,0,17.658089478757184,5.022633313741326,0,21.71352687802844,0,0,0,0,44.21049185432142,0,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,7.8594874511948
28,0,2,0,17.658089478757184,5.022633313741326,0,21.71352687802844,0,0,0,0,30.86593303170479,0,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,7.874887764307122
30,0,2,0,17.658089478757184,5.022633313741326,0,21.71352687802844,0,0,0,0,31.368848608469406,0,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,7.865243809074817
31,0,2,0,17.658089478757184,5.022633313741326,0,21.71352687802844,0,0,0,0,17.521374209088158,0,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,7.66837847678167
31,0,1,0,17.658089478757184,5.022633313741326,0,21.58305037487697,0,0,0,0,17.521374209088158,0,0,0,0,0,1,0,0,0,0,0,0,0,7.4937976696938255
38,0,1,0,0,0,0,17.19263532720215,11.49902366656781,0,0,0,18.19910120538483,0,0,0,0,0,1,0,0,0,0,0,0,0,6.355502509985479
28,0,1,0,5.817220841045895,5.022633313741326,0,21.583050374876972,23.128523836287087,0,4.9839785209472085,0,11.600939890232516,5.879988336435371,0,0,0,0,1,0,0,0,1,0,0,0,6.044943756299151
29,0,1,0,0,0,0,17.19263532720215,0,0,0,0,21.99631096641096,5.907179729351506,0,1,0,0,1,0,0,0,0,0,0,0,7.879655666099688
27,0,1,0,5.817220841045895,5.022633313741326,0,21.58305037487697,5.749511833283905,0,0,0,18.179875573831012,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,0,7.70496905272064
30,0,1,0,5.817220841045895,5.022633313741326,0,21.583050374876972,5.749511833283905,0,0,0,11.600939890232516,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,0,7.683232102741603
33,0,1,0,5.817220841045895,5.022633313741326,0,21.583050374876972,5.749511833283905,0,0,0,18.021761513158523,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,0,7.677008571100943
33,0,1,0,5.817220841045895,5.022633313741326,0,21.583050374876972,5.749511833283905,0,0,0,11.600939890232516,5.907179729351506,0,0,0,0,1,0,0,0,0,0,0,0,7.497364908629646
35,0,1,0,17.148333708576654,5.022633313741326,0,21.452573871725505,5.749511833283905,0,5.261891554738487,0,18.021761513158523,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,0,7.805966441116953
35,0,1,0,17.148333708576654,5.022633313741326,0,21.452573871725505,5.749511833283905,0,5.261891554738487,0,11.600939890232516,5.907179729351506,0,0,0,0,1,0,0,0,0,0,0,0,7.6266596522156105
42,0,2,0,11.33111286753076,5.022633313741326,0,17.062158824050687,11.49902366656781,0,5.261891554738487,0,17.667306958694127,5.907179729351506,0,0,0,0,1,0,0,0,0,0,0,0,7.697627952376667
29,0,1,0,5.817220841045895,5.022633313741326,0,15.89566410019341,11.49902366656781,0,0,0,11.600939890232516,0,0,0,0,0,0,0,0,0,0,0,0,0,7.110309573369595
33,0,2,0,17.658089478757184,5.022633313741326,0,21.71352687802844,0,0,0,0,17.521374209088158,0,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,7.822619543528019
25,0,2,0,17.658089478757184,5.022633313741326,0,21.71352687802844,0,0,0,0,17.521374209088158,0,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,7.857443814103589
27,0,2,0,17.658089478757184,5.022633313741326,0,21.71352687802844,0,0,0,0,24.445111408778786,0,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,7.863265533724274
32,0,2,0,17.658089478757184,5.022633313741326,0,21.71352687802844,0,0,0,0,17.521374209088158,0,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,7.660317187084146
