"NumHeavyAtoms","NumStereocenters","NumAromaticHeterocycles","NumSaturatedCarbocycles","slogp_VSA4","slogp_VSA7","slogp_VSA9","slogp_VSA10","slogp_VSA11","smr_VSA8","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA12","peoe_VSA14","MQN4","MQN5","MQN6","MQN11","MQN18","MQN33","MQN34","MQN37","MQN38","MQN39","MQN40","Prediction (pIC50)"
36,0,2,0,5.817220841045895,5.022633313741326,0,21.71352687802844,0,0,0,0,11.600939890232516,0,0,0,0,0,1,0,0,0,0,0,0,0,7.553210203562623
23,0,1,0,12.343784214475903,0,0,11.50524905251859,11.49902366656781,0,0,6.423349895620259,11.986801387317254,0,0,0,0,0,0,0,0,0,0,0,0,0,6.955035478337158
35,1,1,0,5.817220841045895,5.022633313741326,0,30.768002606623618,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.175557003759663
36,1,1,0,5.817220841045895,5.022633313741326,0,35.15841765429844,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.2002720547453425
36,1,1,0,5.817220841045895,5.022633313741326,0,35.15841765429844,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.200442892765269
38,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,3,0,0,0,0,0,0,0,6.805983977449411
39,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.126202995265
37,1,1,0,11.735126887207288,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.274181748025673
37,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.136644618949163
32,1,1,0,18.161005055521798,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,6.423349895620259,17.521374209088158,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.567555590457952
36,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,17.676959997066398,0,12.000419800289922,0,0,0,1,0,0,0,0,0,0,0,6.962819806182966
34,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.153570817379378
36,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,25.448414289613766,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.156819630896939
36,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.1369271960632386
37,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,18.021761513158523,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.1411604958391095
37,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,2,0,0,0,0,0,0,0,6.961279089366406
34,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.150139586524442
36,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.143052926126991
35,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.138936025710631
37,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,25.448414289613766,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.144204421095524
35,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.1461163446675116
37,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,25.448414289613766,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.152683889976292
36,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.142584344845697
33,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,1,0,0,0,0,7.374437022034554
33,1,1,0,5.817220841045895,5.022633313741326,0,30.768002606623618,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,1,0,0,0,0,7.410259840993865
35,1,1,0,5.817220841045895,5.022633313741326,0,35.15841765429844,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.209444777860528
35,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.147580045556651
32,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.154266266253149
33,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,7.157893754475368
35,1,1,0,5.817220841045895,5.022633313741326,0,26.377587558948797,5.749511833283905,0,0,0,11.600939890232516,0,6.031114512338072,0,0,1,1,0,0,0,0,0,0,0,6.812365912757542
27,0,1,0,0,0,0,11.50524905251859,28.747559166419524,0,0,0,0,5.749511833283905,0,0,0,0,0,0,0,0,0,0,0,0,6.611795192245621
23,0,1,0,0,5.283586320044258,0,11.50524905251859,17.248535499851716,0,4.9839785209472085,0,0,5.283586320044258,0,0,0,0,0,0,0,0,0,0,0,0,7.168881572819934
44,0,1,0,0,5.022633313741326,0,40.845803928981994,11.49902366656781,0,13.171245143024459,0,11.600939890232516,0,12.207413029781547,0,0,0,1,0,0,0,0,0,0,0,6.17147251312994
44,0,1,0,0,5.022633313741326,0,40.845803928981994,11.49902366656781,0,13.171245143024459,0,17.667306958694127,0,12.207413029781547,0,0,0,1,0,0,0,0,0,0,0,6.157368952055371
40,0,1,0,6.923737199690624,0,0,27.674558785957533,11.49902366656781,0,0,0,18.19910120538483,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,6.386957632733406
39,0,1,0,5.817220841045895,5.022633313741326,0,32.06497383363236,5.749511833283905,0,0,0,17.667306958694127,0,6.031114512338072,0,0,0,1,0,0,0,0,0,0,0,6.9350935408036705
45,0,1,0,0,5.022633313741326,0,40.845803928982,5.749511833283905,0,13.171245143024459,0,17.667306958694127,0,12.207413029781547,0,0,0,0,0,0,0,0,0,0,0,6.457736849716433
39,0,1,0,5.817220841045895,5.022633313741326,0,32.06497383363235,5.749511833283905,0,0,0,24.591044158384747,0,6.031114512338072,0,0,0,0,0,0,0,0,0,0,0,7.102697852730693
24,0,1,0,5.817220841045895,5.022633313741326,0,21.58305037487697,0,0,0,0,18.179875573831012,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,0,7.843821482808925
33,0,1,0,0,0,0,17.19263532720215,5.749511833283905,0,0,0,28.575246650009454,5.907179729351506,0,1,0,0,1,0,0,0,0,0,0,0,7.75341102499274
29,0,2,0,5.817220841045895,5.022633313741326,0,21.71352687802844,5.749511833283905,0,0,0,18.179875573831012,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,0,8.06622928064551
25,0,1,0,0,0,0,24.67649419554305,11.49902366656781,0,13.171245143024459,0,6.06636706846161,0,6.176298517443475,0,0,0,0,0,0,0,0,0,0,0,6.022237467436032
30,0,1,0,0,0,0,17.19263532720215,0,0,0,0,28.07233107324484,5.907179729351506,0,1,0,0,1,0,0,0,0,0,0,0,7.9092569014674545
34,0,1,0,6.923737199690624,0,0,17.19263532720215,5.749511833283905,0,0,0,18.711669820521717,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,0,7.252505679239568
35,0,2,0,5.817220841045895,5.022633313741326,0,21.71352687802844,5.749511833283905,0,0,0,18.179875573831012,0,0,0,0,0,1,0,0,0,0,0,0,0,7.441489025449145
34,0,2,0,5.817220841045895,5.022633313741326,0,21.71352687802844,5.749511833283905,0,0,0,18.179875573831012,5.907179729351506,0,0,0,0,1,0,0,0,0,0,0,0,7.872286915675421
26,0,2,0,5.817220841045895,5.022633313741326,0,21.71352687802844,5.749511833283905,0,0,0,18.179875573831012,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,0,8.079695552410817
28,0,1,0,0,0,0,11.50524905251859,11.49902366656781,0,0,0,48.68542861164423,0,0,1,0,0,0,0,0,0,0,0,0,0,7.40119703578465
34,0,1,0,5.817220841045895,5.022633313741326,0,21.58305037487697,5.749511833283905,0,0,0,18.179875573831012,5.907179729351506,0,0,0,0,1,0,0,0,0,0,0,0,7.5106354138000615
33,0,1,0,5.817220841045895,5.022633313741326,0,21.58305037487697,5.749511833283905,0,0,0,18.179875573831012,5.907179729351506,0,0,0,0,0,0,0,0,0,0,0,0,7.679301307169879
29,0,1,0,0,5.022633313741326,0,11.50524905251859,5.749511833283905,0,0,0,17.667306958694127,0,7.118392334224363,0,0,0,2,0,0,0,0,0,0,0,6.525459593136447
30,0,1,0,5.817220841045895,5.022633313741326,0,15.89566410019341,5.749511833283905,0,0,0,11.600939890232516,0,7.118392334224363,0,0,0,2,0,0,0,0,0,0,0,6.673771024142464
28,0,1,0,5.817220841045895,5.022633313741326,0,15.89566410019341,0,0,0,0,17.667306958694127,0,7.118392334224363,0,0,0,2,0,0,0,0,0,0,0,6.816019304372635
22,0,1,0,5.817220841045895,5.022633313741326,0,15.89566410019341,0,0,0,0,17.667306958694127,0,7.118392334224363,0,0,0,0,0,0,0,0,0,0,0,7.188248090312803
23,0,1,0,0,5.022633313741326,0,11.50524905251859,5.749511833283905,0,0,0,17.667306958694127,0,7.118392334224363,0,0,0,0,0,0,0,0,0,0,0,6.897100729700098
24,0,1,0,5.817220841045895,5.022633313741326,0,15.89566410019341,5.749511833283905,0,0,0,11.600939890232516,0,7.118392334224363,0,0,0,0,0,0,0,0,0,0,0,7.044235615964473
30,0,1,0,0,5.022633313741326,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,18.524677089923138,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,7.042831982720062
31,0,1,0,0,5.022633313741326,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,24.94549871284915,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,7.0558675974221785
36,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,0,0,6.093240070938415,0,0,0,1,0,0,0,0,0,0,0,6.572960291999213
31,0,1,0,6.923737199690624,0,0,21.98717251127397,11.49902366656781,0,0,12.407033161179976,6.923737199690624,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.770774430673777
36,0,1,0,0,5.022633313741326,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,11.600939890232516,0,6.093240070938415,0,0,0,1,0,0,0,0,0,0,0,6.846064108386524
31,0,1,0,0,5.022633313741326,0,21.98717251127397,11.49902366656781,0,0,12.407033161179976,18.524677089923138,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,7.045969155341153
38,0,1,0,0,5.022633313741326,0,21.98717251127397,11.49902366656781,0,0,12.407033161179976,38.7929731122304,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,7.046170320705339
29,0,1,0,0,0,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,6.923737199690624,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.62452597276471
30,0,1,0,0,0,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,13.344558822616634,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.614535617872827
28,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,0,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.780072543414092
28,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,6.06636706846161,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.7891284267032646
29,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,0,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.76731784515616
29,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,6.06636706846161,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.781751509092307
30,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,6.923737199690624,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.7691868445640075
31,0,1,0,6.923737199690624,0,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,13.344558822616634,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,6.781447956227877
28,0,1,0,0,5.022633313741326,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,11.600939890232516,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,7.054844720800502
29,0,1,0,0,5.022633313741326,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,11.600939890232516,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,7.040312675450163
29,0,1,0,0,5.022633313741326,0,21.987172511273975,11.49902366656781,0,0,12.407033161179976,11.600939890232516,0,6.093240070938415,0,0,0,0,0,0,0,0,0,0,0,7.039791982320148
36,0,1,0,11.33111286753076,10.045266627482652,0,11.374772549367124,5.749511833283905,0,5.261891554738487,0,59.6000821912347,0,0,0,0,0,1,0,0,0,0,0,0,0,7.538819748246509
31,0,2,0,11.232211310442676,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,1,0,0,2,0,0,0,0,8.22347474286484
26,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,22.937725768167255,5.907179729351506,5.969305287951849,0,0,1,0,0,0,0,0,0,0,0,7.735722266969945
27,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,22.937725768167255,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.904370903060918
29,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,22.937725768167255,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.899996188079325
30,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,22.937725768167255,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.894927396109738
31,0,2,0,11.735126887207288,5.022633313741326,0,20.89674607688128,0,0,0,0,22.937725768167255,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,8.0193652395335
29,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,22.937725768167255,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.8989635124237365
31,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,22.937725768167255,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.881190096368692
23,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,29.51666145176575,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.913100970215396
25,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,0,0,0,0,1,0,0,0,0,0,0,0,0,7.501385532216215
25,0,2,0,5.817220841045895,5.022633313741326,0,25.6912832609531,0,0,0,0,35.59268155859963,0,6.093240070938415,0,0,1,0,0,0,0,0,0,0,0,7.346667677759001
23,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,11.600939890232516,22.937725768167255,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,8.110207321091895
29,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.901228252510769
30,0,2,0,11.735126887207288,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,1,0,0,1,0,0,0,0,8.040048113218804
31,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,1,0,0,0,0,0,0,0,7.70107454266982
27,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.893965066400252
32,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.857539811627972
29,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,0,0,0,1,0,0,0,0,8.094056753925281
31,0,2,0,5.817220841045895,5.022633313741326,0,29.677576172230914,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.924322591180455
30,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,35.43456749792714,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.880482528574338
31,0,2,0,5.817220841045895,5.022633313741326,0,25.287161124556093,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.888477727856164
32,0,2,0,5.817220841045895,5.022633313741326,0,29.677576172230914,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.909718940278639
32,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,11.761884949391115,0,29.013745875001135,5.907179729351506,0,0,0,2,0,0,0,0,0,0,0,0,7.253726548507845
31,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.880288133018297
32,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,35.937483074691755,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.877513028586007
33,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,0,0,0,0,0,0,0,0,7.864366445740424
30,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,1,0,0,0,0,0,0,0,7.696232077115786
32,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,2,0,0,0,0,0,0,0,0,7.5438499835663775
33,0,2,0,11.232211310442676,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,1,0,0,1,0,0,0,0,8.076210779619789
34,0,2,0,5.817220841045895,5.022633313741326,0,20.89674607688128,0,0,0,0,29.013745875001135,5.907179729351506,0,0,0,1,2,0,0,0,0,0,0,0,7.497605674167813
27,0,1,0,17.148333708576654,5.022633313741326,0,15.765187597041944,11.49902366656781,0,5.261891554738487,0,11.600939890232516,0,0,0,0,0,0,0,0,0,0,0,0,0,7.276679441614568
22,0,1,0,0,0,0,5.817862777835028,11.49902366656781,0,0,0,30.33183534230805,0,0,0,0,0,0,0,0,0,0,0,0,0,6.541261004539267
48,0,2,0,12.740958040736519,0,0,10.077801322358383,22.99804733313562,0,0,0,18.19910120538483,0,0,0,0,0,0,0,0,0,0,0,0,0,6.888146209450366
45,0,2,0,5.817220841045895,0,0,10.077801322358383,22.99804733313562,0,0,0,12.13273413692322,0,0,0,0,1,2,0,0,0,0,0,0,0,6.058943113184462
46,0,2,0,5.817220841045895,0,0,10.077801322358383,22.99804733313562,0,5.098681808301038,0,12.13273413692322,0,0,0,0,1,1,0,0,0,0,0,0,0,6.096042445746419
47,0,2,0,5.817220841045895,0,0,10.077801322358383,22.99804733313562,0,5.098681808301038,0,12.13273413692322,0,0,0,0,1,0,0,0,0,0,0,0,0,6.239047969319314
46,0,2,0,5.817220841045895,0,0,10.077801322358383,22.99804733313562,0,0,0,12.13273413692322,0,0,0,0,1,1,0,0,0,0,0,0,0,6.199048344340934
46,0,2,0,5.817220841045895,0,0,10.077801322358383,22.99804733313562,0,11.336785877934737,0,12.13273413692322,0,0,0,0,2,0,0,0,0,0,0,0,0,5.739021340675386
47,0,2,0,11.63444168209179,0,0,14.468216370033202,22.99804733313562,0,11.336785877934737,0,6.06636706846161,0,0,0,0,2,0,0,0,0,0,0,0,0,5.92873237677761
47,0,2,0,5.817220841045895,0,0,10.077801322358383,22.99804733313562,0,5.098681808301038,0,12.13273413692322,0,0,0,0,1,0,0,0,0,0,0,0,0,6.275122912457045
46,0,2,0,5.817220841045895,0,0,10.077801322358383,22.99804733313562,0,11.336785877934737,0,12.13273413692322,0,0,0,0,2,0,0,0,0,0,0,0,0,5.7894687389175195
46,0,2,0,5.817220841045895,0,0,10.077801322358383,22.99804733313562,0,0,11.336785877934737,18.19910120538483,0,0,0,0,2,0,0,0,0,0,0,0,0,6.260477128486872
46,0,2,0,5.817220841045895,0,0,10.077801322358383,22.99804733313562,0,0,0,12.13273413692322,0,0,0,0,1,1,0,0,0,0,0,0,0,6.218617205530033
23,0,1,0,0,0,0,11.50524905251859,11.49902366656781,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8.085079346804433
22,0,1,0,0,0,0,11.50524905251859,11.49902366656781,0,0,0,15.929943897949348,0,0,1,0,0,0,0,0,0,0,0,0,0,7.36824597132956
34,0,1,0,0,0,0,17.19263532720215,5.749511833283905,0,0,0,28.575246650009454,5.907179729351506,0,1,0,0,0,0,0,0,0,0,0,0,7.915447047289698
25,0,2,0,0,0,0,11.50524905251859,11.49902366656781,0,0,0,24.26546827384644,0,0,0,0,0,0,0,0,0,0,0,0,0,6.923751382918858
25,0,2,0,0,0,0,11.635725555670057,11.49902366656781,0,0,0,24.26546827384644,0,0,0,0,0,0,0,0,0,0,0,0,0,6.941861145434356
25,0,2,0,0,0,0,11.635725555670057,11.49902366656781,0,0,0,12.13273413692322,0,0,0,0,0,0,0,0,0,0,0,0,0,6.934543400256546
39,0,1,0,5.817220841045895,5.022633313741326,0,25.97346542255179,11.49902366656781,0,0,0,23.733674027155736,0,0,0,0,0,0,0,0,0,0,0,0,0,7.119425001987837
35,0,2,0,10.114318268765572,0,0,17.453588333505085,11.49902366656781,0,0,0,33.40111111028418,0,5.948339280986494,1,0,0,0,0,0,0,0,0,0,0,7.771908595392186
32,0,2,0,15.931539109811467,5.022633313741326,0,21.844003381179903,11.49902366656781,0,0,0,16.584918411179725,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.543836326675614
33,0,2,0,15.931539109811467,5.022633313741326,0,21.844003381179903,11.49902366656781,0,0,0,16.584918411179725,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.534642535063423
34,0,2,0,15.931539109811467,5.022633313741326,0,21.844003381179903,11.49902366656781,0,0,0,16.584918411179725,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.5279106640964795
35,0,2,0,15.931539109811467,5.022633313741326,0,21.844003381179903,11.49902366656781,0,0,0,16.584918411179725,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.5236880178665695
36,0,2,0,15.931539109811467,5.022633313741326,0,21.844003381179903,11.49902366656781,0,0,0,23.00574003410573,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.523705429557452
32,0,2,0,10.114318268765572,0,0,17.453588333505085,11.49902366656781,0,0,0,26.980289487358167,0,5.948339280986494,1,0,0,0,0,0,0,0,0,0,0,7.779874296226021
33,0,2,0,22.458102483241476,0,0,17.453588333505085,11.49902366656781,0,0,6.423349895620259,16.97077990826446,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.3441601480426
34,0,2,0,22.458102483241476,0,0,17.453588333505085,11.49902366656781,0,0,6.423349895620259,16.97077990826446,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.336170261217745
35,0,2,0,22.458102483241476,0,0,17.453588333505085,11.49902366656781,0,0,6.423349895620259,16.97077990826446,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.330971714899879
36,0,2,0,22.458102483241476,0,0,17.453588333505085,11.49902366656781,0,0,6.423349895620259,23.39160153119047,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.330927879564424
41,0,2,0,15.931539109811467,5.022633313741326,0,21.844003381179903,17.248535499851716,0,0,0,28.717652548102944,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.396967003655399
42,0,2,0,15.931539109811467,5.022633313741326,0,21.844003381179903,17.248535499851716,0,0,0,28.717652548102944,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.39040127803096
43,0,2,0,15.931539109811467,5.022633313741326,0,21.844003381179903,17.248535499851716,0,0,0,28.717652548102944,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.388290962380257
44,0,2,0,15.931539109811467,5.022633313741326,0,21.844003381179903,17.248535499851716,0,0,0,35.13847417102895,0,5.948339280986494,0,0,0,0,0,0,0,0,0,0,0,7.383196997388065
33,0,2,0,22.85527630950209,5.022633313741326,0,21.71352687802844,11.49902366656781,0,0,0,11.600939890232516,0,5.817862777835028,0,0,0,0,0,0,0,0,0,0,0,7.698418927765316
34,0,2,0,22.85527630950209,5.022633313741326,0,21.71352687802844,11.49902366656781,0,0,0,11.600939890232516,0,5.817862777835028,0,0,0,0,0,0,0,0,0,0,0,7.691712993548046
35,0,2,0,22.85527630950209,5.022633313741326,0,21.71352687802844,11.49902366656781,0,0,0,11.600939890232516,0,5.817862777835028,0,0,0,0,0,0,0,0,0,0,0,7.677310705153923
33,0,2,0,17.038055468456196,0,0,17.323111830353618,11.49902366656781,0,0,0,21.99631096641096,0,5.817862777835028,1,0,0,0,0,0,0,0,0,0,0,7.937444584735666
31,0,1,0,5.817220841045895,5.022633313741326,0,25.97346542255179,5.749511833283905,0,0,0,11.600939890232516,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2758538350412305
34,0,1,0,5.817220841045895,5.022633313741326,0,25.97346542255179,5.749511833283905,0,0,0,18.021761513158523,0,0,0,0,0,0,0,0,0,0,0,0,0,7.269544306790252
34,0,1,0,5.817220841045895,5.022633313741326,0,25.97346542255179,5.749511833283905,0,0,0,18.021761513158523,0,0,0,0,0,0,0,0,0,0,0,0,0,7.262876860284266
38,1,1,0,5.817220841045895,5.022633313741326,0,25.97346542255179,5.749511833283905,0,0,0,11.600939890232516,0,0,0,0,0,2,0,0,0,0,0,0,0,7.137340981612446
38,1,1,0,5.817220841045895,5.022633313741326,0,25.97346542255179,5.749511833283905,0,0,0,11.600939890232516,0,0,0,0,0,2,0,0,0,0,0,0,0,7.140550458088891
