,molecule_chembl_id,SMILES,pIC50,ROMol,maccs,morgan,tanimoto_maccs,dice_maccs,tanimoto_morgan,dice_morgan
4329,CHEMBL4175045,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ccn(C)n3)n2)c(OC)cc1N(C)CCN(C)C,8.387216143280265,<rdkit.Chem.rdchem.Mol object at 0x0000026166863B50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691EFF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99DBD0>,0.5542168674698795,0.7131782945736435,0.1592920353982301,0.2748091603053435
4330,CHEMBL4175782,C=CC(=O)Nc1cc(Nc2nccc(Nc3ccccc3-c3ncn(C)n3)n2)c(OC)cc1N(C)CCN(C)C,8.113509274827518,<rdkit.Chem.rdchem.Mol object at 0x0000026166863BC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F060>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99DCB0>,0.5542168674698795,0.7131782945736435,0.1565217391304348,0.2706766917293233
4331,CHEMBL4176629,NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])nc3cc4ccccc4cc3c2=O)cc1,7.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x0000026166863C30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F0D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99DD90>,0.3838383838383838,0.5547445255474452,0.09565217391304348,0.1746031746031746
4332,CHEMBL4176787,COc1cc2ncnc(N3CCCc4ccccc43)c2cc1NC(=O)/C=C/CN(C)C,7.142667503568732,<rdkit.Chem.rdchem.Mol object at 0x0000026166863CA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F140>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99DE70>,0.6901408450704225,0.8166666666666667,0.24,0.3870967741935484
4333,CHEMBL4177348,O=C(CN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.008773924307505,<rdkit.Chem.rdchem.Mol object at 0x0000026166863D10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F1B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99DF50>,0.6666666666666666,0.8,0.3855421686746988,0.5565217391304348
4334,CHEMBL417941,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,5.229999745811778,<rdkit.Chem.rdchem.Mol object at 0x0000026166863D80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F220>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99E030>,0.3783783783783784,0.5490196078431373,0.06382978723404255,0.12
4335,CHEMBL418203,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,5.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x0000026166863DF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F290>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99E110>,0.625,0.7692307692307693,0.14,0.24561403508771928
4336,CHEMBL418906,CC(C)(C)OC(=O)NCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,5.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x0000026166863E60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F300>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99E1F0>,0.27358490566037735,0.42962962962962964,0.0660377358490566,0.12389380530973451
4337,CHEMBL418907,COc1cc(/C=C/[N+](=O)[O-])ccc1OS(=O)(=O)c1ccc(C(=O)O)cc1,5.552841968657781,<rdkit.Chem.rdchem.Mol object at 0x0000026166863ED0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F370>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99E2D0>,0.24468085106382978,0.39316239316239315,0.11702127659574468,0.20952380952380953
4338,CHEMBL418909,CC(=O)NCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,8.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x0000026166863F40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F3E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99E3B0>,0.3974358974358974,0.5688073394495413,0.1388888888888889,0.24390243902439024
4339,CHEMBL418967,CCCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCC,9.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x0000026166864040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F450>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99E490>,0.703125,0.8256880733944955,0.4166666666666667,0.5882352941176471
4340,CHEMBL419022,CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,6.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x00000261668640B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F4C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99E570>,0.7083333333333334,0.8292682926829268,0.18269230769230768,0.3089430894308943
4341,CHEMBL419047,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(O)cc2)c1O,5.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x0000026166864120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F530>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99E650>,0.36363636363636365,0.5333333333333333,0.11224489795918367,0.2018348623853211
4342,CHEMBL419137,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,8.0,<rdkit.Chem.rdchem.Mol object at 0x0000026166864190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F5A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99E730>,0.5692307692307692,0.7254901960784313,0.34210526315789475,0.5098039215686274
4343,CHEMBL419185,COc1cc2ncc(C#N)c(Nc3cc(Cl)c(O)c(Cl)c3)c2cc1OC,5.4999996786570655,<rdkit.Chem.rdchem.Mol object at 0x0000026166864200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616691F610>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002616F99E810>,0.59375,0.7450980392156863,0.31645569620253167,0.4807692307692308
