row ID;molecule_chembl_id;Units;IC50;SMILES;First(target_chembl_id (#1));pIC50
Row0;CHEMBL10;nM;96000;C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1;CHEMBL203;4.017728766960432
Row3;CHEMBL1009;nM;900000;N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O;CHEMBL203;3.0457574905606757
Row8;CHEMBL1016;nM;3276.9;CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;CHEMBL203;5.484536811626732
Row9;CHEMBL101683;nM;7300;O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1;CHEMBL203;5.136677139879545
Row15;CHEMBL102726;nM;320;c1ccc(CNc2ncnc3ccccc23)cc1;CHEMBL203;6.494850021680094
Row19;CHEMBL103552;nM;4100;O=C(O)c1cc(N(Cc2ccccc2O)Cc2cc(O)ccc2O)ccc1O;CHEMBL203;5.3872161432802645
Row21;CHEMBL103860;nM;3300;O=C(O)c1cc(CCc2cc(O)ccc2O)ccc1O;CHEMBL203;5.481486060122113
Row23;CHEMBL104;nM;69421;Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1;CHEMBL203;4.158509134667
Row25;CHEMBL104153;nM;220;COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1;CHEMBL203;6.657577319177793
Row27;CHEMBL104244;nM;210;CN1CCN(CCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1;CHEMBL203;6.6777807052660805
Row28;CHEMBL104466;nM;3700;COc1cc2ncc(N[C@H]3CC[C@H](O)CC3)nc2cc1OC;CHEMBL203;5.431798275933005
Row30;CHEMBL104779;nM;910;Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccncc3)nc21;CHEMBL203;6.040958607678906
Row34;CHEMBL105436;nM;300;COc1cccc(-c2cn(-c3ccc(CCN(C)CCO)cc3)c3ncnc(N)c23)c1;CHEMBL203;6.522878745280337
Row38;CHEMBL106232;nM;4500;CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1;CHEMBL203;5.346787486224656
Row48;CHEMBL107472;nM;7500;CNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1;CHEMBL203;5.1249387366083
Row51;CHEMBL1077068;nM;88300;CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)=N1;CHEMBL203;4.054039296422432
Row52;CHEMBL1077069;nM;79800;CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(Nc2ccc(S(=O)(=O)Nc3nc(C)cc(C)n3)cc2)=N1;CHEMBL203;4.097997108649271
Row54;CHEMBL1077085;nM;80600;CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NN2C(=O)/C(=C\c3cccs3)SC2=S)=N1;CHEMBL203;4.0936649581949105
Row56;CHEMBL1077095;nM;47900;CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NN)=N1;CHEMBL203;4.319664486585437
Row57;CHEMBL1077107;nM;99300;CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(NN2C(=O)/C(=C\c3ccco3)SC2=S)=N1;CHEMBL203;4.003050751504619
Row59;CHEMBL1079742;nM;420;C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl;CHEMBL203;6.376750709602099
Row61;CHEMBL1080271;nM;77220;CCN(CC)CCNC(=O)c1cc2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2[nH]1;CHEMBL203;4.11227020271197
Row62;CHEMBL1080272;nM;15140;O=C(NCCN1CCCC1)c1cc2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2[nH]1;CHEMBL203;4.8198741248359465
Row63;CHEMBL1080506;nM;12650;Cc1c(C(=O)NCCN2CCOCC2)[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12;CHEMBL203;4.897909474488164
Row64;CHEMBL1080812;nM;867;Cc1c(C(=O)NCCN2CCOCC2)[nH]c2cnnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12;CHEMBL203;6.06198090252379
Row65;CHEMBL1080815;nM;2700;Clc1cccc(Nc2ncnc3ccc(Cl)cc23)c1;CHEMBL203;5.568636235841013
Row66;CHEMBL1080990;nM;1210;CCOC(=O)c1[nH]c(C)c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12;CHEMBL203;5.917214629683551
Row67;CHEMBL1081198;nM;50000;O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1;CHEMBL203;4.301029995663981
Row68;CHEMBL1081312;nM;260;Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1;CHEMBL203;6.585026652029182
Row69;CHEMBL1081849;nM;980;Cc1c(C(=O)NCCCN2CCN(C)CC2)[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12;CHEMBL203;6.008773924307505
Row71;CHEMBL1082012;nM;257;Cc1c(C(=O)NCCN2CCN(C)CC2)[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12;CHEMBL203;6.590066876668706
Row76;CHEMBL1084117;nM;60900;CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2O)NC(Nc2ccc([N+](=O)[O-])cc2Cl)=N1;CHEMBL203;4.215382707367125
Row84;CHEMBL1087054;nM;93500;CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2O)NC(SCc2ccccc2)=N1;CHEMBL203;4.029188389127483
Row85;CHEMBL1087055;nM;55600;CC1=C(C(=O)Nc2cccc([N+](=O)[O-])c2)C(c2ccc(O)cc2O)NC(SCc2ccccc2)=N1;CHEMBL203;4.2549252084179425
Row86;CHEMBL1087368;nM;1160;CCN(CC)CCNC(=O)c1[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1C;CHEMBL203;5.935542010773082
Row90;CHEMBL1088240;nM;3300;COc1cc(Nc2c(C#N)cnc3cc(/C=C/CCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl;CHEMBL203;5.481486060122113
Row91;CHEMBL1088348;nM;23500;CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2O)NC(NCc2ccccc2)=N1;CHEMBL203;4.628932137728264
Row94;CHEMBL1088931;nM;6.2;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1)c1c(F)cccc1F;CHEMBL203;8.207608310501746
Row96;CHEMBL1089203;nM;30;C#Cc1cccc(Nc2ccnc3cc(OCCOC)c(OCCOC)cc23)c1;CHEMBL203;7.522878745280337
Row97;CHEMBL1089524;nM;1.7;CN(C)CCCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1;CHEMBL203;8.769551078621726
Row99;CHEMBL1090350;nM;7.9;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1)c1ccccc1;CHEMBL203;8.102372908709558
Row100;CHEMBL1090351;nM;1.9;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1)c1c(F)cccc1F;CHEMBL203;8.721246399047171
Row101;CHEMBL1090352;nM;870;O=C(CC1CCCCC1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1;CHEMBL203;6.060480747381382
Row102;CHEMBL1090353;nM;660;O=C(CC1CCCC1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1;CHEMBL203;6.180456064458132
Row103;CHEMBL1090354;nM;100;O=C(Nc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1;CHEMBL203;7
Row104;CHEMBL1090355;nM;190;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1)Oc1ccccc1;CHEMBL203;6.721246399047171
Row105;CHEMBL1090356;nM;63;O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1;CHEMBL203;7.200659450546419
Row106;CHEMBL1090357;nM;0.78;CN(C)CCc1ccc(Nc2nccc(-c3c(-c4cccc(NC(=O)c5c(F)cccc5F)c4)nc4sccn34)n2)cc1;CHEMBL203;9.10790539730952
Row107;CHEMBL1090358;nM;0.96;CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(NC(=O)c6c(F)cccc6F)c5)nc5sccn45)n3)cc2)CC1;CHEMBL203;9.017728766960431
Row108;CHEMBL1090359;nM;2.3;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1)c1c(F)cccc1F;CHEMBL203;8.638272163982407
Row109;CHEMBL1090360;nM;56;O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1;CHEMBL203;7.251811972993799
Row110;CHEMBL1090361;nM;57;CN1CCc2cc(Nc3nccc(-c4c(-c5cccc(NC(=O)Cc6ccccc6)c5)nc5sccn45)n3)ccc2C1;CHEMBL203;7.2441251443275085
Row111;CHEMBL1090362;nM;16;CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(NC(=O)Cc6ccccc6)c5)nc5sccn45)n3)cc2)CC1;CHEMBL203;7.795880017344075
Row112;CHEMBL1090363;nM;24;CN(C)CCc1cccc(Nc2nccc(-c3c(-c4cccc(NC(=O)Cc5ccccc5)c4)nc4sccn34)n2)c1;CHEMBL203;7.619788758288394
Row113;CHEMBL1090364;nM;6.4;O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1;CHEMBL203;8.193820026016112
Row115;CHEMBL1091613;nM;240;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccncc2)c1)c1ccccc1Cl;CHEMBL203;6.619788758288394
Row117;CHEMBL109212;nM;416.87;CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCC;CHEMBL203;6.3799993576999325
Row118;CHEMBL1092250;nM;19;C#Cc1cccc(Nc2ccnc3cc(OC)c(OC)cc23)c1;CHEMBL203;7.721246399047171
Row119;CHEMBL1092382;nM;16;CCC(=O)Nc1ccc2nccc(Nc3cccc(Br)c3)c2c1;CHEMBL203;7.795880017344075
Row120;CHEMBL109259;nM;89125.09;COc1cc2c(C#N)cnc(Nc3cccc(Cl)c3)c2cc1OC;CHEMBL203;4.0500000185820575
Row121;CHEMBL109296;nM;4500;CCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1;CHEMBL203;5.346787486224656
Row122;CHEMBL1093099;nM;15070;Nc1nc(N)c2c(n1)[nH]c1cccc(Sc3ccccc3)c12;CHEMBL203;4.821886747685368
Row123;CHEMBL1093100;nM;10410;Cc1ccc(Sc2cccc3[nH]c4nc(N)nc(N)c4c23)cc1;CHEMBL203;4.982549270489464
Row124;CHEMBL1093234;nM;55;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1)c1ccccc1;CHEMBL203;7.259637310505756
Row125;CHEMBL1093235;nM;230;O=[N+]([O-])c1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1;CHEMBL203;6.638272163982407
Row126;CHEMBL109332;nM;3388.44;COc1cc2ncc(C=O)c(Nc3cccc(Br)c3)c2cc1OC;CHEMBL203;5.4700002001227075
Row128;CHEMBL109355;nM;1479.11;COc1cc2ncc(C#N)c(Nc3ccc(C)c(Cl)c3)c2cc1OC;CHEMBL203;5.82999952673565
Row129;CHEMBL109372;nM;5170;COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC;CHEMBL203;5.286509456906058
Row130;CHEMBL1093815;nM;83;O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccccc3)n2)c1)c1ccccc1Cl;CHEMBL203;7.080921907623926
Row131;CHEMBL1094194;nM;1920;CSc1ccc(CCCCCn2cc(CCN)c3cc(OCCc4ccc(O)cc4)ccc32)cc1.Cl;CHEMBL203;5.716698771296451
Row132;CHEMBL1094195;nM;1110;Cl.NCCc1cn(Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12;CHEMBL203;5.954677021213342
Row133;CHEMBL1094196;nM;1250;COc1ccc(-c2ccc(Cn3cc(CCN)c4cc(OCCc5ccc(O)cc5)ccc43)cc2)cc1.Cl;CHEMBL203;5.903089986991944
Row134;CHEMBL109428;nM;181.97;COc1cc2ncc(C#N)c(Nc3cccc(Cl)c3)c2cc1OC;CHEMBL203;6.740000204918113
Row138;CHEMBL1094475;nM;55200;C#Cc1cccc(Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1;CHEMBL203;4.2580609222708015
Row139;CHEMBL1094492;nM;1370;COc1ccc(CCCCCn2c3c(c4cc(OCCc5ccc(O)cc5)ccc42)CC(N)CC3)cc1.Cl;CHEMBL203;5.863279432843593
Row140;CHEMBL109476;nM;2754.23;COc1cc2ncc(C#N)c(Nc3ccc(C)cc3)c2cc1OC;CHEMBL203;5.559999795538785
Row143;CHEMBL1094784;nM;33100;FC(F)(F)c1cccc(Nc2ncnc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1;CHEMBL203;4.480172006224281
Row144;CHEMBL1094808;nM;91700;Nc1nc(Nc2ccc(C(F)(F)F)c(F)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1;CHEMBL203;4.0376306643299795
Row145;CHEMBL1094825;nM;2750;Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccc(C(F)(F)F)cc2)C1;CHEMBL203;5.560667306169737
Row146;CHEMBL1094835;nM;2450;COc1ccc(CCOc2ccc3c(c2)c(CCN)cn3CCCCCc2ccc(SC)cc2)cc1.Cl;CHEMBL203;5.610833915635467
Row147;CHEMBL109503;nM;1445.44;COc1cc2ncc(C#N)c(Nc3cccc(C(F)(F)F)c3)c2cc1OC;CHEMBL203;5.8399999311187
Row148;CHEMBL1095130;nM;2500;Nc1nc(Nc2ccc(Cl)cc2F)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1;CHEMBL203;5.6020599913279625
Row149;CHEMBL1095131;nM;161600;Nc1nc(Nc2cccc(F)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1;CHEMBL203;3.791558643561433
Row150;CHEMBL109515;nM;1096.48;COCCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCCOC;CHEMBL203;5.959999285526681
Row151;CHEMBL1095154;nM;1300;Cl.NCCc1cn(Cc2ccc(-c3ccccc3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12;CHEMBL203;5.886056647693163
Row154;CHEMBL1095445;nM;27200;Nc1nc(Nc2cccc(C(F)(F)F)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1;CHEMBL203;4.565431095965802
Row155;CHEMBL1095463;nM;45600;CC(C)c1ccc(Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)cc1;CHEMBL203;4.341035157335566
Row156;CHEMBL1095464;nM;9100;Cc1ccccc1Cc1cc2c(Nc3cccc(Br)c3)nc(N)nc2[nH]1;CHEMBL203;5.040958607678906
Row157;CHEMBL1095465;nM;12600;COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)c1;CHEMBL203;4.8996294548824375
Row161;CHEMBL109575;nM;4168.69;COc1cc2ncc(C#N)c(Nc3ccccc3Br)c2cc1OC;CHEMBL203;5.380000399499542
Row162;CHEMBL1095761;nM;200;Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(Cl)cc3Cl)[nH]c2n1;CHEMBL203;6.698970004336019
Row164;CHEMBL1095776;nM;96400;CC(C)c1ccccc1Nc1nc(N)nc2[nH]c(Cc3ccc(Cl)cc3Cl)cc12;CHEMBL203;4.015922966097169
Row165;CHEMBL1095957;nM;2070;Cl.NCCc1c[nH]c2ccc(OCCc3ccc(O)cc3)cc12;CHEMBL203;5.684029654543083
Row166;CHEMBL109625;nM;61659.5;COc1cc2ncc(C#N)c(Nc3cccc(C(C)C)c3)c2cc1OC;CHEMBL203;4.210000001311123
Row167;CHEMBL109631;nM;190;Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(C(=O)O)c3)nc21;CHEMBL203;6.721246399047171
Row172;CHEMBL1097189;nM;2500;Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCc2ccccc2)C1;CHEMBL203;5.6020599913279625
Row173;CHEMBL1097190;nM;15120;Cl.NC1CCc2[nH]c3ccc(OCCc4ccc(O)cc4)cc3c2C1;CHEMBL203;4.820448208834812
Row175;CHEMBL1097368;nM;56100;c1ccc(CCc2cc3c(Nc4ccc5[nH]ccc5c4)ncnc3[nH]2)cc1;CHEMBL203;4.25103713874384
Row178;CHEMBL1098119;nM;1630;Cl.NCCc1cn(CCCCCc2ccccc2)c2ccc(OCCc3ccc(O)cc3)cc12;CHEMBL203;5.787812395596042
Row179;CHEMBL1098120;nM;1010;Cl.NC1CCc2c(c3cc(OCCc4ccc(O)cc4)ccc3n2CCCCCc2ccccc2)C1;CHEMBL203;5.995678626217358
Row180;CHEMBL1098121;nM;4400;COc1ccc(CCCCCn2cc(CCN)c3cc(OCCc4ccc(O)cc4)ccc32)cc1.Cl;CHEMBL203;5.356547323513812
Row184;CHEMBL110035;nM;851.14;COc1cc2ncc(C#N)c(Nc3cccc(N(C)C)c3)c2cc1OC;CHEMBL203;6.0699989989909255
Row185;CHEMBL110036;nM;812.83;COc1cc2ncc(C#N)c(Nc3cccc(N)c3)c2cc1OC;CHEMBL203;6.090000275786018
Row186;CHEMBL110055;nM;616.6;COc1cc2ncc(C#N)c(Nc3ccc(Br)c(C)c3)c2cc1OC;CHEMBL203;6.209996479609511
Row187;CHEMBL110062;nM;6760.83;N#Cc1cnc2cc3c(cc2c1Nc1cccc(Br)c1)OCO3;CHEMBL203;5.169999984192582
Row188;CHEMBL110065;nM;33113.11;CCOc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC;CHEMBL203;4.480000028175458
Row191;CHEMBL110577;nM;6309.57;COc1cc2ncc(C#N)c(Nc3cccc(O)c3)c2cc1OC;CHEMBL203;5.200000237109354
Row196;CHEMBL110945;nM;9120.11;COc1cc2ncc(C#N)c(Nc3ccc(O)c(Cl)c3)c2cc1OC;CHEMBL203;5.039999923502187
Row198;CHEMBL111033;nM;14125.38;COc1cc2ncc(C#N)c(Nc3cccc(C#N)c3)c2cc1OC;CHEMBL203;4.849999859991125
Row199;CHEMBL111038;nM;190;COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC;CHEMBL203;6.721246399047171
Row200;CHEMBL111197;nM;30;COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1;CHEMBL203;7.522878745280337
Row201;CHEMBL111222;nM;6760.83;COCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCOC;CHEMBL203;5.169999984192582
Row204;CHEMBL111307;nM;1778.28;COc1cc2ncc(C#N)c(Nc3ccc(C)c(Br)c3)c2cc1OC;CHEMBL203;5.749999855918707
Row205;CHEMBL111339;nM;480;Cc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1;CHEMBL203;6.318758762624412
Row206;CHEMBL111365;nM;1300;COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1;CHEMBL203;5.886056647693163
Row207;CHEMBL111434;nM;670;Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21;CHEMBL203;6.173925197299174
Row208;CHEMBL111443;nM;21379.62;CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC;CHEMBL203;4.6700000181810175
Row209;CHEMBL111520;nM;870.96;COc1cc2ncc(C#N)c(Nc3cccc([N+](=O)[O-])c3)c2cc1OC;CHEMBL203;6.060001790087838
Row210;CHEMBL111586;nM;346.74;N#Cc1cnc2cc(O)c(O)cc2c1Nc1cccc(Br)c1;CHEMBL203;6.459996055149974
Row212;CHEMBL111664;nM;13803.84;COc1cc2ncc(C#N)c(Nc3ccc(Cl)cc3F)c2cc1OC;CHEMBL203;4.860000083248981
Row213;CHEMBL111688;nM;158.49;COc1cc2ncc(C#N)c(Nc3ccc(F)c(C(F)(F)F)c3)c2cc1OC;CHEMBL203;6.799998134593398
Row218;CHEMBL112096;nM;363.08;COc1cc2ncc(C#N)c(Nc3ccccc3C(C)C)c2cc1OC;CHEMBL203;6.4399976732266335
Row219;CHEMBL112225;nM;831.76;COc1cc2ncc(C#N)c(Nc3cccc(Br)c3C)c2cc1OC;CHEMBL203;6.0800019690359814
Row227;CHEMBL112925;nM;8700;Nc1ccc(-c2cc(=O)c3cc(N)ccc3o2)cc1;CHEMBL203;5.060480747381382
Row230;CHEMBL113023;nM;250;COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C;CHEMBL203;6.6020599913279625
Row231;CHEMBL113070;nM;80;Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CCCC(=O)O)cc3)nc21;CHEMBL203;7.096910013008056
Row233;CHEMBL113185;nM;5100;COc1cc(Nc2nccc(-c3ccc(NCCN)nc3)n2)cc(OC)c1OC;CHEMBL203;5.292429823902063
Row236;CHEMBL113535;nM;2187.76;COc1cc2ncc(C#N)c(Nc3cccc(N=[N+]=[N-])c3)c2cc1OC;CHEMBL203;5.660000322371772
Row237;CHEMBL113863;nM;1000;Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21;CHEMBL203;6
Row238;CHEMBL113900;nM;250;CC(C)N(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)C(C)C;CHEMBL203;6.6020599913279625
Row239;CHEMBL113901;nM;5220;COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N(C)C;CHEMBL203;5.282329496997738
Row240;CHEMBL113902;nM;7500;C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC;CHEMBL203;5.1249387366083
Row241;CHEMBL113985;nM;5390;COc1cc(NC(=O)/C=C/CN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12;CHEMBL203;5.268411234813262
Row242;CHEMBL113996;nM;13570;COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1;CHEMBL203;4.867420152340263
Row245;CHEMBL114073;nM;10590;COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N1CCOCC1;CHEMBL203;4.975104039892515
Row247;CHEMBL114392;nM;2700;C=C(CN1CCOCC1)C(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1;CHEMBL203;5.568636235841013
Row249;CHEMBL114446;nM;15135.61;COc1cc2ncc(C(N)=O)c(Nc3cccc(Br)c3)c2cc1OC;CHEMBL203;4.820000071285179
Row250;CHEMBL114490;nM;2320;COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C;CHEMBL203;5.634512015109101
Row251;CHEMBL114496;nM;758.58;COc1cc2ncc(C#N)c(Nc3cccc(SC)c3)c2cc1OC;CHEMBL203;6.1199986116782314
Row255;CHEMBL114593;nM;960;COCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1;CHEMBL203;6.017728766960432
Row256;CHEMBL114728;nM;1600;CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C;CHEMBL203;5.795880017344075
Row265;CHEMBL115187;nM;130;CCCN(CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1)CCC;CHEMBL203;6.886056647693163
Row269;CHEMBL115440;nM;930;COCCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1;CHEMBL203;6.031517051446065
Row270;CHEMBL115519;nM;83176.38;COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O;CHEMBL203;4.079999984911642
Row272;CHEMBL115745;nM;56;COc1cc2ncnc(NCc3ccccc3)c2cc1O;CHEMBL203;7.251811972993799
Row275;CHEMBL115895;nM;21877.62;COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2NC(C)=O)c1O;CHEMBL203;4.6599999253499025
Row278;CHEMBL116012;nM;10320;CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1;CHEMBL203;4.986320302708807
Row281;CHEMBL1161234;nM;47863.01;COc1cc(/C=C(\C#N)C(N)=O)cc(SCCCC(=O)O)c1O;CHEMBL203;4.319999993033795
Row282;CHEMBL1161236;nM;53703.18;COc1cc(C=C(C#N)C#N)cc(SCC(=O)O)c1O;CHEMBL203;4.269999997064645
Row284;CHEMBL116308;nM;355;O=[N+]([O-])c1cccc2ncnc(Nc3cccc(Br)c3)c12;CHEMBL203;6.449771646944907
Row286;CHEMBL116423;nM;61659.5;Cc1cc(C=C(C#N)C#N)cc(O)c1O;CHEMBL203;4.210000001311123
Row287;CHEMBL116438;nM;8600;COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O;CHEMBL203;5.0655015487564325
Row288;CHEMBL116525;nM;910;CC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC;CHEMBL203;6.040958607678906
Row289;CHEMBL116547;nM;750;COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(CSCc2ccccc2)c1O;CHEMBL203;6.1249387366083
Row290;CHEMBL116595;nM;398.11;COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O;CHEMBL203;6.399996913372259
Row292;CHEMBL116748;nM;5900;O=[N+]([O-])c1ccc2c(NCc3ccccc3)ncnc2c1;CHEMBL203;5.229147988357856
Row294;CHEMBL116853;nM;90;COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CCN(C)C;CHEMBL203;7.045757490560675
Row295;CHEMBL116857;nM;2880;COc1cc(NC(=O)/C=C/CN(C)C)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12;CHEMBL203;5.540607512240769
Row297;CHEMBL116919;nM;10000;COc1ccc(CNc2ncnc3ccccc23)cc1;CHEMBL203;5
