row ID;molecule_chembl_id;Units;IC50;SMILES;First(target_chembl_id (#1));pIC50
Row3814;CHEMBL32844;nM;1.7;C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCN(C)CC1;CHEMBL203;8.769551078621726
Row3816;CHEMBL328691;nM;12;COC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;CHEMBL203;7.920818753952375
Row3817;CHEMBL328704;nM;12;CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;CHEMBL203;7.920818753952375
Row3819;CHEMBL3287898;nM;7500;CCc1ccccc1NC(=O)N1C[C@@H](C)Oc2cc(-c3ccc([C@H]4CC[C@H](CC(=O)O)CC4)cc3)ccc21;CHEMBL203;5.1249387366083
Row3821;CHEMBL328879;nM;55;COc1ccc2ncnc(Nc3ccccc3)c2c1;CHEMBL203;7.259637310505756
Row3822;CHEMBL328955;nM;0.25;Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1;CHEMBL203;9.602059991327963
Row3823;CHEMBL328977;nM;95;O=C(C#CCN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;CHEMBL203;7.022276394711152
Row3824;CHEMBL3290142;nM;11;C=CC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1;CHEMBL203;7.958607314841775
Row3825;CHEMBL3290148;nM;7;C=CC(=O)NCC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1;CHEMBL203;8.154901959985743
Row3827;CHEMBL329161;nM;897;O=[N+]([O-])c1ccc2ncnc(Nc3cccc(Br)c3)c2c1;CHEMBL203;6.047207556955908
Row3828;CHEMBL329183;nM;6100;O=[N+]([O-])c1ccc2c(Nc3cccc(F)c3)ncnc2c1;CHEMBL203;5.214670164989233
Row3832;CHEMBL329642;nM;269;C/C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;CHEMBL203;6.570247719997592
Row3833;CHEMBL329672;nM;23;Clc1cccc(Nc2ncnc3ccccc23)c1;CHEMBL203;7.638272163982407
Row3835;CHEMBL3297816;nM;113.2;Cc1nc(Nc2ccccc2)c2cc(C)oc2n1;CHEMBL203;6.946153573147748
Row3836;CHEMBL3297891;nM;145.2;Cc1nc(Nc2cccc3ccccc23)c2cc(C)oc2n1;CHEMBL203;6.838033383635926
Row3837;CHEMBL3297892;nM;30;C#Cc1cccc(Nc2nc(C)nc3oc(C)cc23)c1;CHEMBL203;7.522878745280337
Row3838;CHEMBL3297893;nM;122.1;Cc1nc(Nc2ccc(C(F)(F)F)cc2)c2cc(C)oc2n1;CHEMBL203;6.913284336055118
Row3839;CHEMBL3297894;nM;30.2;Cc1nc(Nc2ccc(F)c(Cl)c2)c2cc(C)oc2n1;CHEMBL203;7.51999305704285
Row3840;CHEMBL3297895;nM;102.3;Cc1nc(Nc2ccc(Cl)cc2)c2cc(C)oc2n1;CHEMBL203;6.99012436628784
Row3841;CHEMBL3297896;nM;90.2;Cc1nc(Nc2cccc3[nH]ccc23)c2cc(C)oc2n1;CHEMBL203;7.044793462458058
Row3842;CHEMBL3297897;nM;42.2;COc1ccc(Nc2nc(C)nc3oc(C)cc23)cc1;CHEMBL203;7.374687549038327
Row3843;CHEMBL3297898;nM;68.2;COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1;CHEMBL203;7.166215625343521
Row3844;CHEMBL3297899;nM;70.7;CCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12;CHEMBL203;7.150580586203101
Row3845;CHEMBL3297900;nM;73.3;CCCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12;CHEMBL203;7.134896025358873
Row3852;CHEMBL3297998;nM;340.1;CCCCN(c1ccc(OC)cc1)c1nc(C)nc2oc(C)cc12;CHEMBL203;6.468393368067278
Row3853;CHEMBL3297999;nM;84.4;COc1ccc(N(c2nc(C)nc3oc(C)cc23)C(C)C)cc1;CHEMBL203;7.073657553374345
Row3854;CHEMBL3298000;nM;82.3;COc1ccc(N(C)c2nc(C)nc3oc(C)cc23)cc1.Cl;CHEMBL203;7.08460016478773
Row3856;CHEMBL329856;nM;6;CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1;CHEMBL203;8.221848749616356
Row3857;CHEMBL329867;nM;6.4;COc1cc2ncnc(Nc3cncc4ccccc34)c2cc1OC;CHEMBL203;8.193820026016112
Row3859;CHEMBL3301625;nM;442;C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1;CHEMBL203;6.354577730650909
Row3860;CHEMBL330224;nM;100;Nc1ccc2c(Nc3ccccc3)ncnc2c1;CHEMBL203;7
Row3862;CHEMBL330323;nM;200;COc1cc2ncnc(Nc3nccc4ccccc34)c2cc1OC;CHEMBL203;6.698970004336019
Row3865;CHEMBL330668;nM;780;COc1cc2ncnc(Nc3cnc4ccccc4n3)c2cc1OC;CHEMBL203;6.107905397309519
Row3866;CHEMBL330879;nM;6600;COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc3ccccc3c2)c1O;CHEMBL203;5.180456064458132
Row3867;CHEMBL330882;nM;4900;COc1cccc2ncnc(NCc3ccccc3)c12;CHEMBL203;5.309803919971486
Row3871;CHEMBL331026;nM;14454.4;COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O;CHEMBL203;4.8399999311187
Row3877;CHEMBL331906;nM;26;Oc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1;CHEMBL203;7.585026652029182
Row3878;CHEMBL332096;nM;508;Nc1ccc2ncnc(NCc3ccccc3)c2c1;CHEMBL203;6.294136287716081
Row3880;CHEMBL332269;nM;4400;CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1;CHEMBL203;5.356547323513812
Row3881;CHEMBL332333;nM;58;c1ccc(Nc2nc[nH]c3nnc(Nc4ccccc4)c2-3)cc1;CHEMBL203;7.236572006437063
Row3882;CHEMBL332497;nM;3830;COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN1CCOCC1;CHEMBL203;5.416801226031378
Row3883;CHEMBL3325470;nM;10400;Cc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12;CHEMBL203;4.98296666070122
Row3884;CHEMBL3325471;nM;5400;COc1ccc2c(c1)cc(C1C(C#N)=C(N)N(c3cccnc3)C3=C1C(=O)CCC3)c1nnnn12;CHEMBL203;5.267606240177031
Row3885;CHEMBL3325472;nM;18300;N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12;CHEMBL203;4.73754891026957
Row3886;CHEMBL3325473;nM;1100;COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12;CHEMBL203;5.9586073148417755
Row3887;CHEMBL3325474;nM;4300;COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12;CHEMBL203;5.366531544420414
Row3888;CHEMBL3325475;nM;1300;COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12;CHEMBL203;5.886056647693163
Row3889;CHEMBL3325476;nM;8100;COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12;CHEMBL203;5.0915149811213505
Row3890;CHEMBL3325477;nM;90;CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12;CHEMBL203;7.045757490560675
Row3891;CHEMBL3325478;nM;7000;CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(C)ccc2n2nnnc12;CHEMBL203;5.154901959985743
Row3892;CHEMBL3325479;nM;200;CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(OC)ccc2n2nnnc12;CHEMBL203;6.698970004336019
Row3893;CHEMBL3325480;nM;16700;CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2cc(Cl)ccc2n2nnnc12;CHEMBL203;4.777283528852418
Row3895;CHEMBL332612;nM;5;Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1;CHEMBL203;8.301029995663981
Row3896;CHEMBL3327179;nM;4800;N#CC1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12;CHEMBL203;5.318758762624412
Row3897;CHEMBL332765;nM;29;CN(C)c1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1;CHEMBL203;7.537602002101044
Row3900;CHEMBL332882;nM;5;Nc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1;CHEMBL203;8.301029995663981
Row3901;CHEMBL332906;nM;2;Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1;CHEMBL203;8.698970004336019
Row3902;CHEMBL332938;nM;200;COc1ccc2ncnc(NCc3ccccc3)c2c1;CHEMBL203;6.698970004336019
Row3903;CHEMBL332971;nM;96;COc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1;CHEMBL203;7.017728766960432
Row3904;CHEMBL333038;nM;330;Clc1cccc(Nc2nc[nH]c3nnc(Nc4cccc(Cl)c4)c2-3)c1;CHEMBL203;6.481486060122113
Row3907;CHEMBL333082;nM;105;Nc1cccc2c(Nc3cccc(Br)c3)ncnc12;CHEMBL203;6.978810700930062
Row3909;CHEMBL333231;nM;26;Clc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1;CHEMBL203;7.585026652029182
Row3911;CHEMBL333418;nM;439;Nc1cccc2ncnc(Nc3cccc(Br)c3)c12;CHEMBL203;6.357535479757878
Row3912;CHEMBL333454;nM;1737.8;COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O;CHEMBL203;5.760000207113128
Row3914;CHEMBL3335244;nM;88670;COc1cc(Br)c(Br)c(/C=N/c2ccc3[nH]c(=O)[nH]c3c2)c1O;CHEMBL203;4.052223291535261
Row3915;CHEMBL3335245;nM;76700;CCOc1cc(Br)c(Br)c(/C=N/c2ccc3[nH]c(=O)[nH]c3c2)c1O;CHEMBL203;4.11520463605102
Row3916;CHEMBL333553;nM;6500;N#C/C(=C\c1cc(O)c(O)c(CSc2nc3ccccc3s2)c1)C(N)=O;CHEMBL203;5.187086643357145
Row3917;CHEMBL333851;nM;588;COc1cc2c(NCc3ccccc3)ncnc2cc1O;CHEMBL203;6.230622673923862
Row3919;CHEMBL334026;nM;24200;Clc1cccc(Nc2[nH]nc3ncnc(Oc4cccc(Cl)c4)c23)c1;CHEMBL203;4.616184634019569
Row3920;CHEMBL334032;nM;22908.68;COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O;CHEMBL203;4.639999934172963
Row3922;CHEMBL334255;nM;3472;CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-];CHEMBL203;5.459420283495547
Row3926;CHEMBL3344208;nM;6.8;CN(C)C(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;8.167491087293763
Row3927;CHEMBL3344209;nM;17.6;CS(=O)(=O)CC(N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;7.7544873321858505
Row3928;CHEMBL3344210;nM;34.8;CNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;7.458420756053419
Row3929;CHEMBL3344211;nM;14.7;CCNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;7.8326826652518236
Row3930;CHEMBL3344212;nM;77.2;CS(=O)(=O)CC(NC1CCCCC1)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;7.1123826996642645
Row3931;CHEMBL3344213;nM;39.2;CC(C)NC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;7.406713932979542
Row3932;CHEMBL3344214;nM;28.7;CS(=O)(=O)CCNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;7.542118103266008
Row3933;CHEMBL3344215;nM;10.8;CS(=O)(=O)C[C@@H](N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;7.966576244513051
Row3934;CHEMBL3344216;nM;4.1;CN(C)[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;8.387216143280265
Row3935;CHEMBL3344217;nM;89.6;CCC(=O)ON[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;7.047691990337875
Row3936;CHEMBL3344218;nM;92.8;CCCCC(=O)ON[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;7.032452023781138
Row3937;CHEMBL3344219;nM;110.2;CCCCCCC(=O)ON[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;6.957818405484234
Row3938;CHEMBL3344220;nM;13.5;CS(=O)(=O)C[C@H](N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;7.869666231504994
Row3939;CHEMBL3344221;nM;30.4;CN(C)[C@@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1;CHEMBL203;7.517126416391246
Row3940;CHEMBL334439;nM;6900;CCN(CC)CCn1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2CCN(CC)CC)c(C(=O)NC)c2ccccc21;CHEMBL203;5.161150909262745
Row3941;CHEMBL334697;nM;0.17;C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1;CHEMBL203;9.769551078621726
Row3942;CHEMBL3347487;nM;200;CC1(C)[C@H]2CC3OB(COc4ccc5ncnc(Nc6cccc(Cl)c6)c5c4)O[C@@]3(C)[C@@H]1C2;CHEMBL203;6.698970004336019
Row3943;CHEMBL3347488;nM;270;OB(O)/C=C/COc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1;CHEMBL203;6.568636235841012
Row3944;CHEMBL3347498;nM;850;OB(O)c1ccc(COc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)cc1;CHEMBL203;6.070581074285707
Row3945;CHEMBL334801;nM;1.1;CN(C)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1;CHEMBL203;8.958607314841775
Row3947;CHEMBL334915;nM;3500;Cn1c([Se][Se]c2c(C(=O)O)c3ccccc3n2C)c(C(=O)O)c2ccccc21;CHEMBL203;5.455931955649724
Row3950;CHEMBL335012;nM;8180;CO[C@H]1[C@@H](N(C)C(=O)c2cccnc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4;CHEMBL203;5.087246696328677
Row3953;CHEMBL3352869;nM;1.3;COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C;CHEMBL203;8.886056647693163
Row3954;CHEMBL3352899;nM;0.78;COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCCCn1ccnc1[N+](=O)[O-];CHEMBL203;9.10790539730952
Row3955;CHEMBL3353395;nM;16000;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)CN(C)C)CC1;CHEMBL203;4.795880017344076
Row3956;CHEMBL3353396;nM;19000;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@H](C)N)CC1;CHEMBL203;4.721246399047172
Row3957;CHEMBL3353397;nM;31000;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@@H]2CCCCN2)CC1;CHEMBL203;4.508638306165728
Row3958;CHEMBL3353398;nM;57000;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@H]2CCCCN2)CC1;CHEMBL203;4.2441251443275085
Row3959;CHEMBL3353399;nM;66000;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)CNC)CC1;CHEMBL203;4.180456064458132
Row3960;CHEMBL3353400;nM;75000;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@H](C)O)CC1;CHEMBL203;4.124938736608301
Row3961;CHEMBL3353401;nM;135000;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)N2CCNCC2)CC1;CHEMBL203;3.8696662315049943
Row3962;CHEMBL3353402;nM;177000;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C(=O)[C@@H](C)N)CC1;CHEMBL203;3.7520267336381936
Row3963;CHEMBL3353403;nM;2000;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC[C@@H](N(C)C)C1;CHEMBL203;5.698970004336019
Row3964;CHEMBL3353404;nM;600;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;6.221848749616356
Row3965;CHEMBL3353405;nM;4000;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1;CHEMBL203;5.3979400086720375
Row3966;CHEMBL3353406;nM;900;C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;6.045757490560675
Row3967;CHEMBL3353407;nM;2000;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;5.698970004336019
Row3968;CHEMBL3353408;nM;200;C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;6.698970004336019
Row3969;CHEMBL3353409;nM;1000;C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;6
Row3970;CHEMBL3353410;nM;15000;C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;4.823908740944319
Row3971;CHEMBL3353411;nM;2000;C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C;CHEMBL203;5.698970004336019
Row3972;CHEMBL3353412;nM;45000;C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC;CHEMBL203;4.346787486224657
Row3974;CHEMBL335440;nM;93.5;O=S(=O)(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1;CHEMBL203;7.029188389127483
Row3975;CHEMBL3355873;nM;3.05;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCn1ccnc1[N+](=O)[O-];CHEMBL203;8.515700160653214
Row3976;CHEMBL3355874;nM;0.89;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-];CHEMBL203;9.050609993355087
Row3977;CHEMBL3355875;nM;0.47;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCn1ccnc1[N+](=O)[O-];CHEMBL203;9.327902142064282
Row3978;CHEMBL3355876;nM;0.51;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCn1ccnc1[N+](=O)[O-];CHEMBL203;9.292429823902063
Row3979;CHEMBL3355877;nM;0.32;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCn1ccnc1[N+](=O)[O-];CHEMBL203;9.494850021680094
Row3980;CHEMBL3355878;nM;0.66;COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-];CHEMBL203;9.18045606445813
Row3981;CHEMBL3355879;nM;1.08;C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCn4ccnc4[N+](=O)[O-])cc23)c1;CHEMBL203;8.96657624451305
Row3982;CHEMBL3355880;nM;0.56;C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCn4ccnc4[N+](=O)[O-])cc23)c1;CHEMBL203;9.2518119729938
Row3983;CHEMBL3355881;nM;0.49;C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCn4ccnc4[N+](=O)[O-])cc23)c1;CHEMBL203;9.309803919971486
Row3984;CHEMBL3355882;nM;0.5;C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCn4ccnc4[N+](=O)[O-])cc23)c1;CHEMBL203;9.301029995663981
Row3985;CHEMBL3355883;nM;38.3;COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-];CHEMBL203;7.416801226031377
Row3986;CHEMBL3355884;nM;28.5;COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCn1ccnc1[N+](=O)[O-];CHEMBL203;7.54515513999149
Row3987;CHEMBL3355885;nM;51.2;COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCCn1ccnc1[N+](=O)[O-];CHEMBL203;7.29073003902417
Row3988;CHEMBL3355886;nM;15.1;COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCCCn1ccnc1[N+](=O)[O-];CHEMBL203;7.82102305270683
Row3989;CHEMBL3355887;nM;4.9;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCn1c([N+](=O)[O-])cnc1C;CHEMBL203;8.309803919971486
Row3990;CHEMBL3355888;nM;3.43;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCn1c([N+](=O)[O-])cnc1C;CHEMBL203;8.46470587995723
Row3991;CHEMBL3355889;nM;0.53;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCn1c([N+](=O)[O-])cnc1C;CHEMBL203;9.275724130399212
Row3992;CHEMBL3355890;nM;1.18;COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCn1c([N+](=O)[O-])cnc1C;CHEMBL203;8.928117992693874
Row3994;CHEMBL335648;nM;19;CO[C@H]1[C@@H]([N+](C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4;CHEMBL203;7.721246399047171
Row3995;CHEMBL335718;nM;1300;CCCCC(O)CN(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4;CHEMBL203;5.886056647693163
Row3997;CHEMBL3357634;nM;6.67;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C;CHEMBL203;8.175874166083451
Row3998;CHEMBL3357635;nM;14.5;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1;CHEMBL203;7.838631997765026
Row3999;CHEMBL3357636;nM;0.67;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1;CHEMBL203;9.173925197299173
Row4000;CHEMBL3357637;nM;3.77;CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN(C)C;CHEMBL203;8.423658649794207
Row4001;CHEMBL3357638;nM;0.89;CCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN(C)C;CHEMBL203;9.050609993355087
Row4002;CHEMBL3357639;nM;21.3;O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCOCC1;CHEMBL203;7.671620396561263
Row4003;CHEMBL3357640;nM;42.9;O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C\CN1CCOCC1;CHEMBL203;7.367542707815276
Row4004;CHEMBL3357641;nM;5.52;CN(C)C/C=C(\F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1;CHEMBL203;8.2580609222708
Row4005;CHEMBL3357642;nM;25.8;CN(C)C/C=C(/F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1;CHEMBL203;7.58838029403677
Row4006;CHEMBL3357643;nM;59.8;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCOCC1;CHEMBL203;7.223298816011589
Row4007;CHEMBL3357644;nM;0.3;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCOCC1;CHEMBL203;9.522878745280337
Row4008;CHEMBL3357645;nM;16.4;O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCCCC1;CHEMBL203;7.785156151952302
Row4009;CHEMBL3357646;nM;2.55;O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C\CN1CCCCC1;CHEMBL203;8.593459819566045
Row4010;CHEMBL3357647;nM;37.9;CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1;CHEMBL203;7.421360790031928
Row4011;CHEMBL3357648;nM;39.2;CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1;CHEMBL203;7.406713932979542
